modul,komoditas,varietas,no_sk,tahun,golongan,kode_http,url_tautan_putus
db-varsan,Bayam,Novia,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bayam%20Novia.pdf
db-varsan,Bawang Merah,Gayo,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/NENAS%20GAYO.pdf
db-varsan,Tomat,TO 0381,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%200381.pdf
db-varsan,Sawi putih / Petsai,Donyan,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Putih%20Donyan.pdf
db-varsan,Kubis,Saitama,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kubis%20Saitama.pdf
db-varsan,Kubis Bunga,KF 9491,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kubis%20Bunga%20KF%209491.pdf
db-varsan,Cabai Keriting,CK 2016,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20CK%202016.pdf
db-varsan,Tomat,TO 93385,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%2093385.pdf
db-varsan,Semangka,SJ101,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20SJ101.pdf
db-varsan,Sawi Pahit/Mustard,Mustika 99,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Pahit%20Mustika%2099.pdf
db-varsan,Sawi hijau,Olive 71,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Hijau%20Olive%2071.pdf
db-varsan,Paria,PAR 26,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paria%20PAR%2026.pdf
db-varsan,Krai,BISI KR 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Krai%20BISI%20KR%2001.pdf
db-varsan,Kentang,IPB CP 1,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kentang%20IPB%20CP%201.pdf
db-varsan,Kacang Panjang,OT 202,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20OT%20202.pdf
db-varsan,Kacang Panjang,OT 57,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20OT%2057.pdf
db-varsan,Kacang Panjang,OT 28,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20OT%2028.pdf
db-varsan,Kacang Panjang,KP 11333,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20KP%2011333.pdf
db-varsan,Kacang Panjang,Black Seed,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20Black%20Seed.pdf
db-varsan,Jagung Manis,SC 9731,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20SC%209731.pdf
db-varsan,Jagung Manis,Brawijaya Sweet 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Brawijaya%20Sweet%2002.pdf
db-varsan,Jagung Manis,Brawijaya Sweet 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Brawijaya%20Sweet%2001.pdf
db-varsan,Jagung Manis,16LS002,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%2016LS002.pdf
db-varsan,Jagung Manis,16LS001,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%2016LS001.pdf
db-varsan,Jagung Manis,14LS006,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%2014LS006.pdf
db-varsan,Cabai Rawit,CRV 212,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20CRV%20212.pdf
db-varsan,Cabai Rawit,CRV 211,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20CRV%20211.pdf
db-varsan,Cabai Besar,CB 77451,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Besar%20CB%2077451.pdf
db-varsan,Blewah,BISI BW 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Blewah%20BISI%20BW%2002.pdf
db-varsan,Bayam,Pertiwi,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/MARIGOLD%20PERTIWI.pdf
db-varsan,Terong,TP 20964,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TP%2020964.pdf
db-varsan,Sawi putih / Petsai,Tycoon,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Putih%20Tycoon.pdf
db-varsan,Sawi putih / Petsai,Rolexo,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Putih%20Rolexo.pdf
db-varsan,Melon,Gully,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20Gully.pdf
db-varsan,Kacang Panjang,KP 117,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20KP%20117.pdf
db-varsan,Terong,MBTR 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20MBTR%2002.pdf
db-varsan,Sawi hijau,GS 43,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Hijau%20GS%2043.pdf
db-varsan,Mentimun,MBTM 03,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage?
db-varsan,Mentimun,B 017,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20B%20017.pdf
db-varsan,Kubis,Trendy,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kubis%20Trendy.pdf
db-varsan,Kacang Panjang,OT 222,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20OT%20222.pdf
db-varsan,Jagung Pulut Manis,Kabaret,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Pulut%20Manis%20Kabaret.pdf
db-varsan,Jagung Manis,RS 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20RS%2001.pdf
db-varsan,Cabai Rawit,MBCR 03,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20MBCR%2003.pdf
db-varsan,Bawang Merah,Ambassador 1 Agrihorti,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Ambassador%201%20Agrihorti.pdf
db-varsan,Tomat,TO 83615,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%2083615.pdf
db-varsan,Mentimun,Timundo 25,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20Timundo%2025.pdf
db-varsan,Kubis,Ruby PFN,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kubis%20Ruby%20PFN.pdf
db-varsan,Jagung Manis,Satya,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Satya.pdf
db-varsan,Jagung Manis,Mira,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Mira.pdf
db-varsan,Tomat,TV 1574,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TV%201574.pdf
db-varsan,Semangka,AG 28,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20AG%2028.pdf
db-varsan,Mentimun,TR 3153,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20TR%203153.pdf
db-varsan,Mentimun,Maya,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20Maya.pdf
db-varsan,Mentimun,KE 36138,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20KE%2036138.pdf
db-varsan,Melon,Merlion,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20Merlion.pdf
db-varsan,Jagung Pulut Manis,Simba,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Pulut%20Manis%20Simba.pdf
db-varsan,Cabai Keriting,CK 9907,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20CK%209907.pdf
db-varsan,Kacang Buncis,BISI BC 07,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Buncis%20BISI%20BC%2007.pdf
db-varsan,Bawang Daun,Tokyo Natsuguro No 2,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Daun%20Tokyo%20Natsuguro%20No%202.pdf
db-varsan,Terong,TP 813,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TP%20813.pdf
db-varsan,Terong,TP 782,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TP%20782.pdf
db-varsan,Terong,TP 777,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TP%20777.pdf
db-varsan,Spinach,Mozart,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Spinach%20Mozart.pdf
db-varsan,Sawi hijau,Nara,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Hijau%20Nara.pdf
db-varsan,Paprika,Samshon,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paprika%20Samshon.pdf
db-varsan,Mentimun,KE 36761,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20KE%2036761.pdf
db-varsan,Melon,ME 2049,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20ME%202049.pdf
db-varsan,Melon,ME 2049,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20ME%202049.pdf
db-varsan,Kacang Panjang,Kintan,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20Kintan.pdf
db-varsan,Jagung Pulut Manis,Sejoli,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Pulut%20Manis%20Sejoli.pdf
db-varsan,Jagung Manis,MBJM 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20MBJM%2001.pdf
db-varsan,Bawang Merah,Tropix,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Tropix.pdf
db-varsan,Zukini,ZU 301,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Zucchini%20ZU%20301.pdf
db-varsan,Zukini,BISI ZU 03,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Zucchini%20BISI%20ZU%2003.pdf
db-varsan,Semangka,SKW 27,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20SKW%2027.pdf
db-varsan,Seledri,Cut Green,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Seledri%20Cut%20Green.pdf
db-varsan,Kentang,Spudy Agrihorti,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kentang%20Spudy%20Agrihorti.pdf
db-varsan,Cabai Rawit,Rojo,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20Rojo.pdf
db-varsan,Blewah,BL 896,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Blewah%20BL%20896.pdf
db-varsan,Paprika,AFN PM 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paprika%20AFN%20PM%2001.pdf
db-varsan,Oyong / Gambas,OY 2745,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Oyong%20OY%202745.pdf
db-varsan,Mentimun,TL 3312,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20TL%203312.pdf
db-varsan,Mentimun,Romansa,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20Romansa.pdf
db-varsan,Melon,HME 216,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20HME%20216.pdf
db-varsan,Cabai Rawit,Tetra Hijau,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20Tetra%20Hijau.pdf
db-varsan,Cabai Rawit,Ratuni Unpad,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20Ratuni%20Unpad.pdf
db-varsan,Cabai Rawit,Pangestu,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20Pangestu.pdf
db-varsan,Cabai Rawit,CRT 2241,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20CRT%202241.pdf
db-varsan,Kacang Buncis,BU 6457,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Buncis%20BU%206457.pdf
db-varsan,Tomat,Tomindo 24,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20Tomindo%2024.pdf
db-varsan,Tomat,Artana 428,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20Artana%20428.pdf
db-varsan,Semangka,Hokkyna 1,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20Hokkyna%201.pdf
db-varsan,Semangka,Dev 1,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20Dev%201.pdf
db-varsan,Pare Belut,BISI PB 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Pare%20Belut%20BISI%20PB%2002.pdf
db-varsan,Cabai Keriting,Samido 341,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20Samido%20341.pdf
db-varsan,Cabai Besar,Carvi Agrihorti,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Besar%20Carvi%20Agrihorti.pdf
db-varsan,Bawang Merah,Violetta 3 Agrihorti,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Violetta%203%20Agrihorti.pdf
db-varsan,Wortel,Gundaling,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Wortel%20Gundaling.pdf
db-varsan,Tomat,TO 540,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%20540.pdf
db-varsan,Terong,MBTR 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20MBTR%2001.pdf
db-varsan,Paria,Lisa,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paria%20Lisa.pdf
db-varsan,Paria,C 100,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paria%20C%20100.pdf
db-varsan,Melon,MBME 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20MBME%2002.pdf
db-varsan,Kacang Ercis,Berastagi,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Ercis%20Berastagi.pdf
db-varsan,Bawang Merah,Violetta 2 Agrihorti,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Violetta%202%20Agrihorti.pdf
db-varsan,Bawang Merah,Maserati,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Maserati.pdf
db-varsan,Tomat,TO RPA 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%20RPA%2002.pdf
db-varsan,Tomat,Anna 165,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20Anna%20165.pdf
db-varsan,Terong,TP 21724,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TP%2021724.pdf
db-varsan,Pare Belut,BISI PB 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Pare%20Belut%20BISI%20PB%2001.pdf
db-varsan,Sawi Sendok/Pak Choi,PK 123,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Pak%20Choy%20PK%20123.pdf
db-varsan,Mentimun,MRPA 26,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20MRPA%2026.pdf
db-varsan,Mentimun,MRPA 17,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20MRPA%2017.pdf
db-varsan,Mentimun,MBTM 01 B,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20MBTM%2001%20B.pdf
db-varsan,Melon,Glory,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20Glory.pdf
db-varsan,Kailan,KL 69,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kailan%20KL%2069.pdf
db-varsan,Kacang Panjang,ONE212,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20ONE212.pdf
db-varsan,Kacang Panjang,KP 602,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kacang%20Panjang%20KP%20602.pdf
db-varsan,Jagung Pulut Manis,Pertiwi,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/MARIGOLD%20PERTIWI.pdf
db-varsan,Jagung Manis,Ponton,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Ponton.pdf
db-varsan,Cabai Rawit,Robin,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20Robin.pdf
db-varsan,Cabai Rawit,MBCR 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20MBCR%2002.pdf
db-varsan,Cabai Rawit,MBCR 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20MBCR%2001.pdf
db-varsan,Cabai Rawit,AFN CR 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20AFN%20CR01.pdf
db-varsan,Cabai Keriting,Rampalis 345,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20Rampalis%20345.pdf
db-varsan,Cabai Keriting,ONE 0401,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20ONE0401.pdf
db-varsan,Cabai Keriting,Jodha,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20Jodha.pdf
db-varsan,Semangka,Unipolar,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20Unipolar.pdf
db-varsan,Tomat,TO 01533,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20TO%2001533.pdf
db-varsan,Seledri,CE 187,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Seledri%20CE%20187.pdf
db-varsan,Seledri,CE,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage?
db-varsan,Oyong / Gambas,OYONG 09558,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Oyong%20OYONG%2009558.pdf
db-varsan,Oyong / Gambas,OYONG 09278,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Oyong%20OYONG%2009278.pdf
db-varsan,Melon,MELON 06143,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20MELON%2006143.pdf
db-varsan,Melon,MELON 06139,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20MELON%2006139.pdf
db-varsan,Labu Air,LA 100,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Labu%20Air%20LA%20100.pdf
db-varsan,Labu Air,LA 087,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Labu%20Air%20LA%20087.pdf
db-varsan,Cabai Rawit,CF 3254,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Rawit%20CF%203254.pdf
db-varsan,Cabai Keriting,CABAI KERITING 10818,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20CABAI%20KERITING%2010818.pdf
db-varsan,Bawang Merah,Srikayang,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bawang%20Merah%20Srikayang.pdf
db-varsan,Semangka,Fujio,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20fujio.pdf
db-varsan,Slada,SL 840,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Selada%20SL%20840.pdf
db-varsan,Sawi putih / Petsai,Melody,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Putih%20Melody.pdf
db-varsan,Mentimun,AGB KE 0317,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20AGB%20KE%200317.pdf
db-varsan,Mentimun,AGB KE 0316,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20AGB%20KE%200316.pdf
db-varsan,Mentimun,AGB KE 0315,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20AGB%20KE%200315.pdf
db-varsan,Brokoli,Marathon,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Brokoli%20Marathon.pdf
db-varsan,Tomat,Sinta,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20Sinta.pdf
db-varsan,Tomat,MBTO 01 H,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20MBTO%2001%20H.pdf
db-varsan,Semangka,New Glory,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20New%20Glory.pdf
db-varsan,Semangka,Mighty,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20Mighty.pdf
db-varsan,Mentimun,KE 34290,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Mentimun%20KE%2034290.pdf
db-varsan,Melon,MBME 01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20MBME%2001.pdf
db-varsan,Jagung Manis,Paragon,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Paragon.pdf
db-varsan,Jagung Manis,Gelora,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Jagung%20Manis%20Gelora.pdf
db-varsan,Cabai Besar,Novis,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Besar%20Novis.pdf
db-varsan,Cabai Besar,CB 59506,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Besar%20CB%2059506.pdf
db-varsan,Kacang Buncis,BU 6337,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Buncis%20BU%206337.pdf
db-varsan,Wortel,Norma,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Wortel%20Norma.pdf
db-varsan,Semangka,Hammer,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20Hammer.pdf
db-varsan,Semangka,BSS 89,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Semangka%20BSS%2089.pdf
db-varsan,Sawi putih / Petsai,SA 30010,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Putih%20SA%2030010.pdf
db-varsan,Sawi hijau,Ferina,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Hijau%20Ferina.pdf
db-varsan,Melon,ME 1685,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Melon%20ME%201685.pdf
db-varsan,Kubis Bunga,Spring 70,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kubis%20Bunga%20Spring%2070.pdf
db-varsan,Kangkung,KARPA 1116,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Kangkung%20KARPA%201116.pdf
db-varsan,Cabai Keriting,CK 21130,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Cabai%20Keriting%20CK%2021130.pdf
db-varsan,Bit,Boro,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Bit%20Boro.pdf
db-varsan,Tomat Ceri,AFN TC01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Tomat%20CERI%20AFN%20TC%2001.pdf
db-varsan,Terong,TB 843,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20TB%20843.pdf
db-varsan,Terong,AFN TU01,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Terong%20AFN%20TU01.pdf
db-varsan,Sawi Pahit/Mustard,SAWI 13076,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Sawi%20Pahit%20SAWI%2013076.pdf
db-varsan,Paria,HBG 02,,,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/varimage/Paria%20HBG%2002.pdf
