provinsi,kabupaten,kecamatan,kode_kabupaten,bpp,bpp_kanonik,poktan,penyuluh_pns,penyuluh_p3k,penyuluh_thl,penyuluh_swadaya,penyuluh_swasta,penyuluh_total
"SULAWESI BARAT","MAJENE","MALUNDA","7601","Malunda","Malunda","154","7","1","1","8","0","17"
"SULAWESI BARAT","MAJENE","PAMBOANG","7601","BPP Pamboang","Pamboang","157","12","2","0","7","0","21"
"SULAWESI BARAT","MAJENE","SENDANA","7601","Sendana","Sendana","200","8","2","2","5","0","17"
"SULAWESI BARAT","MAJENE","TAMMERODO","7601","BPP Kecamatan Tammerodo Sendana","Kecamatan Tammerodo Sendana","183","4","3","1","5","0","13"
"SULAWESI BARAT","MAJENE","TUBO SENDANA","7601","Tubo Sendana","Tubo Sendana","79","5","2","0","6","0","13"
"SULAWESI BARAT","MAJENE","ULUMANDA","7601","Ulumanda","Ulumanda","180","4","3","0","7","0","14"
"SULAWESI BARAT","MAMASA","","7603","BPP KEC MEHALAAN","KEC Mehalaan","10","","","","","",""
"SULAWESI BARAT","MAMASA","ARALLE","7603","BPP KEC ARALLE","KEC Aralle","133","11","0","0","0","0","11"
"SULAWESI BARAT","MAMASA","BALLA","7603","BPP KEC BALLA","KEC Balla","96","12","0","3","0","0","15"
"SULAWESI BARAT","MAMASA","BAMBANG","7603","BPP KEC BAMBANG","KEC Bambang","177","15","0","0","0","0","15"
"SULAWESI BARAT","MAMASA","BUNTU MALANGKA","7603","BPP BUNTU MALANGKA","Buntu Malangka","112","9","0","0","0","0","9"
"SULAWESI BARAT","MAMASA","MAMASA","7603","BPP MAMASA","Mamasa","283","15","0","1","0","0","16"
"SULAWESI BARAT","MAMASA","MAMBI","7603","BPP MAMBI","Mambi","156","11","0","1","0","0","12"
"SULAWESI BARAT","MAMASA","MEHALAAN","7603","BPP KEC MEHALAAN","KEC Mehalaan","109","6","0","1","0","0","7"
"SULAWESI BARAT","MAMASA","MESSAWA","7603","BPP KEC MESSAWA","KEC Messawa","92","6","0","0","0","0","6"
"SULAWESI BARAT","MAMASA","NOSU","7603","BPP KEC NOSU","KEC Nosu","52","3","0","1","0","0","4"
"SULAWESI BARAT","MAMASA","PANA","7603","BPP KEC PANA","KEC Pana","105","5","0","0","0","0","5"
"SULAWESI BARAT","MAMASA","RANTEBULAHAN TIMUR","7603","BPP RANTEBULAHAN TIMUR","Rantebulahan Timur","144","6","0","0","0","0","6"
"SULAWESI BARAT","MAMASA","SESENAPADANG","7603","BPP KEC SESENA PADANG","KEC Sesena Padang","140","11","0","0","0","0","11"
"SULAWESI BARAT","MAMASA","SUMARORONG","7603","BPP SUMARORONG","Sumarorong","108","10","0","1","0","0","11"
"SULAWESI BARAT","MAMASA","TABANG","7603","BPP KEC TABANG","KEC Tabang","84","6","0","0","0","0","6"
"SULAWESI BARAT","MAMASA","TABULAHAN","7603","BPP KEC TABULAHAN","KEC Tabulahan","194","9","0","0","0","0","9"
"SULAWESI BARAT","MAMASA","TANDUK KALUA","7603","BPP KEC TANDUK KALUA","KEC Tanduk Kalua","158","12","0","1","0","0","13"
"SULAWESI BARAT","MAMASA","TAWALIAN","7603","BPP TAWALIAN","Tawalian","91","5","0","0","0","0","5"
"SULAWESI BARAT","MAMUJU","BALABALAKANG","","","","","0","0","0","0","0","0"
"SULAWESI BARAT","MAMUJU","BONEHAU","7604","BPP BONEHAU","Bonehau","222","5","0","1","0","0","6"
"SULAWESI BARAT","MAMUJU","KALUKKU","7604","BPP KALUKKU","Kalukku","543","14","0","0","1","0","15"
"SULAWESI BARAT","MAMUJU","KALUMPANG","7604","BPP KALUMPANG","Kalumpang","135","8","0","0","1","0","9"
"SULAWESI BARAT","MAMUJU","MAMUJU","7604","BP3K Mamuju","Mamuju","240","11","0","0","0","0","11"
"SULAWESI BARAT","MAMUJU","PAPALANG","7604","BPP Kec. Papalang","Kec. Papalang","420","9","0","1","10","0","20"
"SULAWESI BARAT","MAMUJU","SAMPAGA","7604","BPP SAMPAGA","Sampaga","284","7","0","0","1","0","8"
"SULAWESI BARAT","MAMUJU","SIMBORO","7604","BP3K SIMBORO","Simboro","308","12","0","1","2","0","15"
"SULAWESI BARAT","MAMUJU","TAPALANG","7604","BPP KEC. TAPALANG","Kec. Tapalang","207","9","0","1","3","0","13"
"SULAWESI BARAT","MAMUJU","TAPALANG BARAT","7604","BPP KEC. TAPALANG BARAT","Kec. Tapalang Barat","168","7","0","0","0","0","7"
"SULAWESI BARAT","MAMUJU","TOMMO","7604","BPP TOMMO","Tommo","426","11","0","0","2","0","13"
"SULAWESI BARAT","MAMUJU TENGAH","BUDONG-BUDONG","7606","BPP Budong-budong","Budong-budong","316","4","0","8","1","0","13"
"SULAWESI BARAT","MAMUJU TENGAH","KAROSSA","7606","BPP Karossa","Karossa","259","4","0","7","1","0","12"
"SULAWESI BARAT","MAMUJU TENGAH","PANGALE","7606","BPP Pangale","Pangale","205","2","0","7","2","0","11"
"SULAWESI BARAT","MAMUJU TENGAH","TOBADAK","7606","BPP Tobadak","Tobadak","218","4","0","8","1","0","13"
"SULAWESI BARAT","MAMUJU TENGAH","TOPOYO","7606","BPP Topoyo","Topoyo","245","6","0","11","5","0","22"
"SULAWESI BARAT","PASANGKAYU","BAMBAIRA","7605","Randomayang","Randomayang","119","0","0","0","1","0","1"
"SULAWESI BARAT","PASANGKAYU","BAMBALAMOTU","7605","Randomayang","Randomayang","176","1","0","0","3","0","4"
"SULAWESI BARAT","PASANGKAYU","BARAS","7605","BPP Baras","Baras","267","9","0","0","4","0","13"
"SULAWESI BARAT","PASANGKAYU","BULU TABA","7605","BPP Baras","Baras","193","0","0","0","4","0","4"
"SULAWESI BARAT","PASANGKAYU","DAPURANG","7605","Dapurang","Dapurang","236","4","0","0","3","0","7"
"SULAWESI BARAT","PASANGKAYU","DURIPOKU","7605","Dapurang","Dapurang","111","1","0","0","2","0","3"
"SULAWESI BARAT","PASANGKAYU","LARIANG","7605","BPP Baras","Baras","137","1","0","0","5","0","6"
"SULAWESI BARAT","PASANGKAYU","PASANGKAYU","7605","Martajaya","Martajaya","155","7","0","0","3","0","10"
"SULAWESI BARAT","PASANGKAYU","PEDONGGA","7605","Martajaya","Martajaya","66","1","0","0","3","0","4"
"SULAWESI BARAT","PASANGKAYU","SARJO","7605","Randomayang","Randomayang","94","11","0","0","2","0","13"
"SULAWESI BARAT","PASANGKAYU","SARUDU","7605","Dapurang","Dapurang","183","1","0","0","3","0","4"
"SULAWESI BARAT","PASANGKAYU","TIKKE RAYA","7605","Tikke Raya","Tikke Raya","97","5","0","0","3","0","8"
"SULAWESI BARAT","POLEWALI MANDAR","ALU","7602","Alu","Alu","137","4","1","0","0","0","5"
"SULAWESI BARAT","POLEWALI MANDAR","ANREAPI","7602","Anreapi","Anreapi","99","4","0","0","0","0","4"
"SULAWESI BARAT","POLEWALI MANDAR","B U L O","7602","Bulo","Bulo","161","2","6","0","0","0","8"
"SULAWESI BARAT","POLEWALI MANDAR","BALANIPA","7602","Balanipa","Balanipa","97","4","3","0","0","0","7"
"SULAWESI BARAT","POLEWALI MANDAR","BINUANG","7602","Tonyaman","Tonyaman","244","5","2","0","6","0","13"
"SULAWESI BARAT","POLEWALI MANDAR","CAMPALAGIAN","7602","Campalagian","Campalagian","304","6","4","0","2","0","12"
"SULAWESI BARAT","POLEWALI MANDAR","LIMBORO","7602","Limboro","Limboro","121","5","3","0","0","0","8"
"SULAWESI BARAT","POLEWALI MANDAR","LUYO","7602","Luyo","Luyo","229","4","2","0","0","0","6"
"SULAWESI BARAT","POLEWALI MANDAR","MAPILLI","7602","Mapilli","Mapilli","242","7","5","0","0","0","12"
"SULAWESI BARAT","POLEWALI MANDAR","MATAKALI","7602","Matakali","Matakali","174","5","2","0","0","0","7"
"SULAWESI BARAT","POLEWALI MANDAR","MATANGNGA","7602","Matangnga","Matangnga","114","2","5","0","0","0","7"
"SULAWESI BARAT","POLEWALI MANDAR","POLEWALI","7602","Polewali","Polewali","85","5","2","0","0","0","7"
"SULAWESI BARAT","POLEWALI MANDAR","TAPANGO","7602","Tapango","Tapango","198","8","3","0","0","0","11"
"SULAWESI BARAT","POLEWALI MANDAR","TINAMBUNG","7602","Tinambung","Tinambung","104","3","0","0","0","0","3"
"SULAWESI BARAT","POLEWALI MANDAR","TUBBI TARAMANU","7602","TUTAR","Tutar","227","7","5","0","0","0","12"
"SULAWESI BARAT","POLEWALI MANDAR","WONOMULYO","7602","Wonomulyo","Wonomulyo","261","10","1","0","0","0","11"
"SULAWESI SELATAN","BANTAENG","BANTAENG","7303","BPP LAMALAKA","Lamalaka","122","7","0","2","8","0","17"
"SULAWESI SELATAN","BANTAENG","BISSAPPU","7303","BPP CAMPAGALOE","Campagaloe","167","8","0","3","11","0","22"
"SULAWESI SELATAN","BANTAENG","EREMERASA","7303","BPP EREMERASA","Eremerasa","168","6","0","3","10","0","19"
"SULAWESI SELATAN","BANTAENG","GANTARANGKEKE","7303","BPP DAMPANG","Dampang","128","5","1","2","6","0","14"
"SULAWESI SELATAN","BANTAENG","PA JUKUKANG","7303","BPP PAJUKUKANG","Pajukukang","174","7","1","1","10","0","19"
"SULAWESI SELATAN","BANTAENG","SINOA","7303","BPP SINOA","Sinoa","109","6","0","0","6","0","12"
"SULAWESI SELATAN","BANTAENG","TOMPOBULU","7303","BPP TOMPOBULU","Tompobulu","214","5","2","4","14","0","25"
"SULAWESI SELATAN","BANTAENG","ULUERE","7303","BPP LOKA","Loka","134","5","0","3","6","0","14"
"SULAWESI SELATAN","BARRU","BALUSU","7310","BPP Kec. Balusu","Kec. Balusu","109","5","1","0","6","0","12"
"SULAWESI SELATAN","BARRU","BARRU","7310","BPP Kec. Barru","Kec. Barru","125","8","2","1","12","0","23"
"SULAWESI SELATAN","BARRU","MALLUSETASI","7310","BPP Kec. Mallusetasi","Kec. Mallusetasi","97","5","2","0","10","0","17"
"SULAWESI SELATAN","BARRU","PUJANANTING","7310","BPP Kec. Pujananting","Kec. Pujananting","140","4","3","0","7","0","14"
"SULAWESI SELATAN","BARRU","SOPPENG RIAJA","7310","BPP Kec. Soppeng Riaja","Kec. Soppeng Riaja","78","5","1","0","6","0","12"
"SULAWESI SELATAN","BARRU","TANETE RIAJA","7310","BPP Kec. Tanete Riaja","Kec. Tanete Riaja","135","6","0","0","6","0","12"
"SULAWESI SELATAN","BARRU","TANETE RILAU","7310","BPP Kec. Tanete Rilau","Kec. Tanete Rilau","135","9","0","0","10","0","19"
"SULAWESI SELATAN","BONE","","7311","BPP Tanete Riattang Barat","Tanete Riattang Barat","10","","","","","",""
"SULAWESI SELATAN","BONE","AJANGALE","7311","BPP Ajangale","Ajangale","392","4","0","1","5","0","10"
"SULAWESI SELATAN","BONE","AMALI","7311","BPP Amali","Amali","260","4","1","1","7","0","13"
"SULAWESI SELATAN","BONE","AWANGPONE","7311","BPP Awangpone","Awangpone","234","2","4","1","18","0","25"
"SULAWESI SELATAN","BONE","BAREBBO","7311","BPP Barebbo","Barebbo","278","2","4","7","5","0","18"
"SULAWESI SELATAN","BONE","BENGO","7311","BPP Bengo","Bengo","276","1","5","0","5","0","11"
"SULAWESI SELATAN","BONE","BONTOCANI","7311","BPP Bontocani","Bontocani","118","0","6","0","8","0","14"
"SULAWESI SELATAN","BONE","CENRANA","7311","BPP Cenrana","Cenrana","280","0","2","1","2","0","5"
"SULAWESI SELATAN","BONE","CINA","7311","BPP Cina","Cina","199","2","3","2","3","0","10"
"SULAWESI SELATAN","BONE","DUA BOCCOE","7311","BPP Dua Boccoe","Dua Boccoe","516","2","2","3","4","0","11"
"SULAWESI SELATAN","BONE","KAHU","7311","BPP Kahu","Kahu","378","2","10","0","11","0","23"
"SULAWESI SELATAN","BONE","KAJUARA","7311","BPP Kajuara","Kajuara","239","0","5","2","4","0","11"
"SULAWESI SELATAN","BONE","LAMURU","7311","BPP Lamuru","Lamuru","188","3","2","2","3","0","10"
"SULAWESI SELATAN","BONE","LAPPARIAJA","7311","BPP Lappariaja","Lappariaja","252","3","3","2","3","0","11"
"SULAWESI SELATAN","BONE","LIBURENG","7311","BPP Libureng","Libureng","455","1","9","2","8","0","20"
"SULAWESI SELATAN","BONE","MARE","7311","BPP Mare","Mare","336","2","4","2","3","0","11"
"SULAWESI SELATAN","BONE","PALAKKA","7311","BPP Palakka","Palakka","237","4","1","2","5","0","12"
"SULAWESI SELATAN","BONE","PATIMPENG","7311","BPP PATIMPENG","Patimpeng","230","2","6","3","6","0","17"
"SULAWESI SELATAN","BONE","PONRE","7311","BPP PONRE","Ponre","182","1","2","4","1","0","8"
"SULAWESI SELATAN","BONE","SALOMEKKO","7311","BPP Salomekko","Salomekko","208","2","2","0","2","0","6"
"SULAWESI SELATAN","BONE","SIBULUE","7311","BPP Sibulue","Sibulue","308","3","2","3","2","0","10"
"SULAWESI SELATAN","BONE","TANETE RIATTANG","7311","BPP Tanete Riattang","Tanete Riattang","68","4","2","3","3","0","12"
"SULAWESI SELATAN","BONE","TANETE RIATTANG BARAT","7311","BPP Tanete Riattang Barat","Tanete Riattang Barat","96","3","3","1","5","0","12"
"SULAWESI SELATAN","BONE","TANETE RIATTANG TIMUR","7311","BPP Tanete Riattang Timur","Tanete Riattang Timur","119","6","1","2","4","0","13"
"SULAWESI SELATAN","BONE","TELLU LIMPOE","7311","BPP Tellu Limpoe","Tellu Limpoe","139","2","3","1","6","0","12"
"SULAWESI SELATAN","BONE","TELLU SIATTINGE","7311","BPP Tellu Siattinge","Tellu Siattinge","377","2","1","1","8","0","12"
"SULAWESI SELATAN","BONE","TONRA","7311","BPP TONRA","Tonra","148","2","1","2","3","0","8"
"SULAWESI SELATAN","BONE","ULAWENG","7311","BPP Ulaweng","Ulaweng","209","3","1","2","6","0","12"
"SULAWESI SELATAN","BULUKUMBA","BONTO BAHARI","7302","BPP Kecamatan Bonto Bahari","Kecamatan Bonto Bahari","140","4","0","3","6","0","13"
"SULAWESI SELATAN","BULUKUMBA","BONTOTIRO","7302","BPP Kec. Bonto Tiro","Kec. Bonto Tiro","242","5","0","6","9","0","20"
"SULAWESI SELATAN","BULUKUMBA","BULUKUMPA","7302","BPP Bulukumpa","Bulukumpa","473","6","0","8","18","0","32"
"SULAWESI SELATAN","BULUKUMBA","GANTARANG","7302","BPP Kec. Gantarang","Kec. Gantarang","846","15","0","6","21","0","42"
"SULAWESI SELATAN","BULUKUMBA","HERO LANGE-LANGE","7302","BPP Kec. Herlang","Kec. Herlang","199","4","0","4","10","0","18"
"SULAWESI SELATAN","BULUKUMBA","KAJANG","7302","BPP Kec. Kajang","Kec. Kajang","455","10","0","9","7","0","26"
"SULAWESI SELATAN","BULUKUMBA","KINDANG","7302","Kindang","Kindang","320","7","0","6","13","0","26"
"SULAWESI SELATAN","BULUKUMBA","RILAU ALE","7302","BPP Kec. Rilau Ale","Kec. Rilau Ale","313","9","0","6","14","0","29"
"SULAWESI SELATAN","BULUKUMBA","UJUNG BULU","7302","BPP Kec. Ujung Bulu","Kec. Ujung Bulu","63","4","0","1","4","0","9"
"SULAWESI SELATAN","BULUKUMBA","UJUNG LOE","7302","BPP Ujung Loe","Ujung Loe","337","7","0","6","13","0","26"
"SULAWESI SELATAN","ENREKANG","ALLA","7316","BPP ALLA","Alla","189","8","0","1","3","0","12"
"SULAWESI SELATAN","ENREKANG","ANGGERAJA","7316","BPP Anggeraja","Anggeraja","373","11","1","2","15","0","29"
"SULAWESI SELATAN","ENREKANG","BARAKA","7316","BPP Baraka","Baraka","350","6","6","0","13","0","25"
"SULAWESI SELATAN","ENREKANG","BAROKO","7316","BPP BAROKO","Baroko","131","4","1","1","5","0","11"
"SULAWESI SELATAN","ENREKANG","BUNGIN","7316","BPP KEC. BUNGIN","Kec. Bungin","93","6","0","0","2","0","8"
"SULAWESI SELATAN","ENREKANG","BUNTU BATU","7316","BPP Buntu Batu","Buntu Batu","246","6","1","0","8","0","15"
"SULAWESI SELATAN","ENREKANG","CENDANA","7316","BPP CENDANA","Cendana","119","7","1","1","3","0","12"
"SULAWESI SELATAN","ENREKANG","CURIO","7316","BPP CURIO","Curio","274","4","3","3","13","0","23"
"SULAWESI SELATAN","ENREKANG","ENREKANG","7316","BPP ENREKANG","Enrekang","338","10","4","1","18","0","33"
"SULAWESI SELATAN","ENREKANG","MAIWA","7316","BPP MAIWA","Maiwa","375","12","4","7","23","0","46"
"SULAWESI SELATAN","ENREKANG","MALUA","7316","BPP Malua","Malua","157","8","1","0","18","0","27"
"SULAWESI SELATAN","ENREKANG","MASALLE","7316","BPP Masalle","Masalle","181","4","1","1","7","0","13"
"SULAWESI SELATAN","GOWA","BAJENG","7306","BPP Limbung","Limbung","318","1","5","2","6","0","14"
"SULAWESI SELATAN","GOWA","BAJENG BARAT","7306","Bajeng Barat","Bajeng Barat","144","3","2","2","6","0","13"
"SULAWESI SELATAN","GOWA","BAROMBONG","7306","Barombong","Barombong","139","5","2","0","6","0","13"
"SULAWESI SELATAN","GOWA","BIRINGBULU","7306","Biringbulu","Biringbulu","784","2","4","2","4","0","12"
"SULAWESI SELATAN","GOWA","BONTOLEMPANGAN","7306","Bontolempangang","Bontolempangang","180","1","4","3","6","0","14"
"SULAWESI SELATAN","GOWA","BONTOMARANNU","7306","Bonto-Bonto","Bonto-Bonto","174","2","5","0","9","0","16"
"SULAWESI SELATAN","GOWA","BONTONOMPO","7306","Barembeng","Barembeng","276","6","1","5","5","0","17"
"SULAWESI SELATAN","GOWA","BONTONOMPO SELATAN","7306","Bontonompo Selatan","Bontonompo Selatan","227","3","1","3","6","0","13"
"SULAWESI SELATAN","GOWA","BUNGAYA","7306","Bungaya","Bungaya","208","5","2","0","6","0","13"
"SULAWESI SELATAN","GOWA","MANUJU","7306","Manuju","Manuju","136","6","1","1","6","0","14"
"SULAWESI SELATAN","GOWA","PALLANGGA","7306","Palangga","Palangga","270","6","4","1","4","0","15"
"SULAWESI SELATAN","GOWA","PARANGLOE","7306","Parangloe","Parangloe","88","3","3","0","4","0","10"
"SULAWESI SELATAN","GOWA","PARIGI","7306","Parigi","Parigi","141","2","3","0","6","0","11"
"SULAWESI SELATAN","GOWA","PATTALLASSANG","7306","Pattallassang","Pattallassang","170","1","5","0","5","0","11"
"SULAWESI SELATAN","GOWA","SOMBA OPU","7306","Somba Opu","Somba Opu","55","1","1","1","1","0","4"
"SULAWESI SELATAN","GOWA","TINGGIMONCONG","7306","Tinggimoncong","Tinggimoncong","189","3","2","1","6","0","12"
"SULAWESI SELATAN","GOWA","TOMBOLO PAO","7306","Buluballea","Buluballea","257","3","4","2","7","0","16"
"SULAWESI SELATAN","GOWA","TOMPOBULU","7306","Malakaji","Malakaji","346","3","4","0","8","0","15"
"SULAWESI SELATAN","JENEPONTO","ARUNGKEKE","7304","BPP Arungkeke","Arungkeke","201","6","2","7","8","0","23"
"SULAWESI SELATAN","JENEPONTO","BANGKALA","7304","BPP Bangkala","Bangkala","625","9","2","22","6","0","39"
"SULAWESI SELATAN","JENEPONTO","BANGKALA BARAT","7304","BPP Bangkala Barat","Bangkala Barat","491","5","1","21","14","0","41"
"SULAWESI SELATAN","JENEPONTO","BATANG","7304","BPP Batang","Batang","225","5","1","7","5","0","18"
"SULAWESI SELATAN","JENEPONTO","BINAMU","7304","BPP Binamu","Binamu","360","11","3","15","5","0","34"
"SULAWESI SELATAN","JENEPONTO","BONTORAMBA","7304","BPP Bontoramba","Bontoramba","627","7","3","10","11","0","31"
"SULAWESI SELATAN","JENEPONTO","KELARA","7304","BPP Kelara","Kelara","312","4","1","10","10","0","25"
"SULAWESI SELATAN","JENEPONTO","RUMBIA","7304","BPP Rumbia","Rumbia","336","5","0","19","11","0","35"
"SULAWESI SELATAN","JENEPONTO","TAMALATEA","7304","BPP Tamalatea","Tamalatea","438","10","1","11","17","0","39"
"SULAWESI SELATAN","JENEPONTO","TAROWANG","7304","BPP TAROWANG","Tarowang","223","7","2","6","9","0","24"
"SULAWESI SELATAN","JENEPONTO","TURATEA","7304","BPP Turatea","Turatea","415","10","1","15","6","0","32"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BENTENG","7301","Bontoharu","Bontoharu","28","0","0","0","0","0","0"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BONTOHARU","7301","Bontoharu","Bontoharu","106","15","0","5","6","0","26"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BONTOMANAI","7301","Bontomanai","Bontomanai","110","12","1","5","10","0","28"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BONTOMATENE","7301","Bontomatene","Bontomatene","129","12","1","5","15","0","33"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BONTOSIKUYU","7301","Bontosikuyu","Bontosikuyu","123","9","2","3","10","0","24"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","BUKI","7301","Buki","Buki","79","10","0","5","11","0","26"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","PASILAMBENA","7301","Pasilambena","Pasilambena","42","3","1","2","0","0","6"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","PASIMARANNU","7301","BPP PASIMARANNU","Pasimarannu","64","1","0","3","0","0","4"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","PASIMASSUNGGU","7301","Pasimasunggu","Pasimasunggu","87","4","3","3","7","0","17"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","PASIMASSUNGGU TIMUR","7301","BPP Pasimasunggu Timur","Pasimasunggu Timur","98","4","1","8","6","0","19"
"SULAWESI SELATAN","KEPULAUAN SELAYAR","TAKABONERATE","7301","Taka Bonerate","Taka Bonerate","25","2","1","0","2","0","5"
"SULAWESI SELATAN","KOTA MAKASSAR","BIRING KANAYA","7371","BPP Sudiang","Sudiang","74","13","12","0","0","0","25"
"SULAWESI SELATAN","KOTA MAKASSAR","BONTOALA","7371","BPP Sudiang","Sudiang","5","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","KEPULAUAN SANGKARRANG","7371","BPP Sudiang","Sudiang","1","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","MAKASSAR","7371","BPP Sudiang","Sudiang","17","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","MAMAJANG","7371","BPP Barombong","Barombong","1","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","MANGGALA","7371","BPP Barombong","Barombong","63","0","1","0","0","0","1"
"SULAWESI SELATAN","KOTA MAKASSAR","MARISO","7371","BPP Barombong","Barombong","5","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","PANAKKUKANG","7371","BPP Barombong","Barombong","27","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","RAPPOCINI","7371","BPP Barombong","Barombong","22","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","TALLO","7371","BPP Sudiang","Sudiang","17","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","TAMALANREA","7371","BPP Sudiang","Sudiang","70","1","2","0","0","0","3"
"SULAWESI SELATAN","KOTA MAKASSAR","TAMALATE","7371","BPP Barombong","Barombong","48","18","13","0","2","0","33"
"SULAWESI SELATAN","KOTA MAKASSAR","UJUNG PANDANG","7371","BPP Barombong","Barombong","8","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","UJUNG TANAH","7371","BPP Sudiang","Sudiang","6","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA MAKASSAR","WAJO","7371","BPP Sudiang","Sudiang","10","0","0","0","0","0","0"
"SULAWESI SELATAN","KOTA PALOPO","BARA","7373","BPP BARA","Bara","47","6","0","0","4","0","10"
"SULAWESI SELATAN","KOTA PALOPO","MUNGKAJANG","7373","BPP MUNGKAJANG","Mungkajang","58","6","0","0","1","0","7"
"SULAWESI SELATAN","KOTA PALOPO","SENDANA","7373","BPP SENDANA","Sendana","80","5","0","0","7","0","12"
"SULAWESI SELATAN","KOTA PALOPO","TELLUWANUA","7373","BPP TELLUWANUA","Telluwanua","205","8","0","0","7","0","15"
"SULAWESI SELATAN","KOTA PALOPO","WARA","7373","BPP WARA","Wara","28","5","0","0","1","0","6"
"SULAWESI SELATAN","KOTA PALOPO","WARA BARAT","7373","BPP WARA BARAT","Wara Barat","67","5","0","0","3","0","8"
"SULAWESI SELATAN","KOTA PALOPO","WARA SELATAN","7373","BPP WARA SELATAN","Wara Selatan","50","5","0","0","2","0","7"
"SULAWESI SELATAN","KOTA PALOPO","WARA TIMUR","7373","BPP WARA TIMUR","Wara Timur","37","5","0","0","0","0","5"
"SULAWESI SELATAN","KOTA PALOPO","WARA UTARA","7373","BPP WARA UTARA","Wara Utara","35","6","0","0","0","0","6"
"SULAWESI SELATAN","KOTA PAREPARE","BACUKIKI","7372","BPP Bacukiki","Bacukiki","77","7","2","1","12","0","22"
"SULAWESI SELATAN","KOTA PAREPARE","BACUKIKI BARAT","7372","BPP Bacukiki Barat","Bacukiki Barat","28","4","0","0","6","0","10"
"SULAWESI SELATAN","KOTA PAREPARE","SOREANG","7372","BPP Soreang","Soreang","18","3","0","0","6","0","9"
"SULAWESI SELATAN","KOTA PAREPARE","UJUNG","7372","BPP Ujung","Ujung","27","4","0","0","6","0","10"
"SULAWESI SELATAN","LUWU","BAJO","7317","BPP Bajo","Bajo","158","6","3","4","11","0","24"
"SULAWESI SELATAN","LUWU","BAJO BARAT","7317","BPP Bajo Barat","Bajo Barat","115","4","2","3","7","0","16"
"SULAWESI SELATAN","LUWU","BASSESANGTEMPE","7317","BPP Kec. Bastem","Kec. Bastem","81","2","0","5","9","0","16"
"SULAWESI SELATAN","LUWU","BASSESANGTEMPE UTARA","7317","BPP Kec. Bastem Utara","Kec. Bastem Utara","84","2","0","6","11","0","19"
"SULAWESI SELATAN","LUWU","BELOPA","7317","BPP Belopa","Belopa","101","5","2","2","0","0","9"
"SULAWESI SELATAN","LUWU","BELOPA UTARA","7317","BPP kec. Belopa Utara","kec. Belopa Utara","130","5","1","1","3","0","10"
"SULAWESI SELATAN","LUWU","BUA","7317","BPP Kec. Bua","Kec. Bua","219","10","1","2","0","0","13"
"SULAWESI SELATAN","LUWU","BUPON","7317","BPP Kec. Bua Ponrang","Kec. Bua Ponrang","219","4","3","4","7","0","18"
"SULAWESI SELATAN","LUWU","KAMANRE","7317","BPP Kec. Kamanre","Kec. Kamanre","203","5","1","2","7","0","15"
"SULAWESI SELATAN","LUWU","LAMASI","7317","BPP Kec. Lamasi","Kec. Lamasi","128","6","0","2","3","0","11"
"SULAWESI SELATAN","LUWU","LAMASI TIMUR","7317","BPP Kec. Lamasi Timur","Kec. Lamasi Timur","127","4","3","0","4","0","11"
"SULAWESI SELATAN","LUWU","LAROMPONG","7317","BPP Larompong","Larompong","210","3","2","3","3","0","11"
"SULAWESI SELATAN","LUWU","LAROMPONG SELATAN","7317","BPP Kec. Larompong Selatan","Kec. Larompong Selatan","159","3","1","1","2","0","7"
"SULAWESI SELATAN","LUWU","LATIMOJONG","7317","BPP Kec. Latimojong","Kec. Latimojong","74","5","2","2","6","0","15"
"SULAWESI SELATAN","LUWU","PONRANG","7317","BPP Kec. Ponrang","Kec. Ponrang","195","6","1","3","1","0","11"
"SULAWESI SELATAN","LUWU","PONRANG SELATAN","7317","BPP Kec. Ponrang Selatan","Kec. Ponrang Selatan","384","2","3","5","3","0","13"
"SULAWESI SELATAN","LUWU","SULI","7317","BPP Kec. Suli","Kec. Suli","135","5","1","4","0","0","10"
"SULAWESI SELATAN","LUWU","SULI BARAT","7317","BPP Kec. Suli Barat","Kec. Suli Barat","249","2","2","2","0","0","6"
