nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,urutan,nama_bahan,kadar_bahan,satuan_bahan
01040120259036,op:prd:00007984,BESULAR 400 SL,Zat Pengatur Tumbuh Tanaman,1,Hidrolisis Enzimatik Protein,400,g/l
01040120259036,op:prd:00007984,BESULAR 400 SL,Zat Pengatur Tumbuh Tanaman,2,Hidrolisis Enzimatik Protein,400,g/l
01040120259036,op:prd:00007984,BESULAR 400 SL,Zat Pengatur Tumbuh Tanaman,3,Hidrolisis Enzimatik Protein,400,g/l
01010120031777,op:prd:00007985,PREGO 20 EC,Insektisida,1,permetrin,20,g/l
01040120206766,op:prd:00007986,ORYSTAR 290 SC,Zat Pengatur Tumbuh Tanaman,1,Paclobutrazol,290,g/l
01010120165469,op:prd:00007987,ULATE 550 SL,Insektisida,1,Emmamektin benzoat,50,g/l
01010120165469,op:prd:00007987,ULATE 550 SL,Insektisida,2,Dimehipo,500,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,1,Dimehipo,400,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,2,Dimehipo,400,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,3,Dimehipo,400,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,4,Dimehipo,400,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,5,Dimehipo,400,g/l
01010120083049,op:prd:00007988,JOKI 400 SL,Insektisida,6,Dimehipo,400,g/l
01010120155323,op:prd:00007989,ACCORA 100 EC,Insektisida,1,sipermetrin,100,g/l
0420251384,op:prd:00007990,TOPRAMEZON 98 TC,Herbisida,1,topramezon,98,%
01030120196460,op:prd:00007991,PRIMA-LIMA 555 SL,Herbisida,1,Isopropil Amina Glifosat,555,g/l
01010120134643,op:prd:00007992,UNICYTHRIN 50 EC,Insektisida,1,Lamda sihalotrin,50,g/l
01030120124518,op:prd:00007993,SOLO 490 SL,Herbisida,1,Isopropil amina glifosat (setara dengan glifosat : 363 g/l),490,g/l
01030120124518,op:prd:00007993,SOLO 490 SL,Herbisida,2,Isopropil amina glifosat (setara dengan glifosat : 363 g/l),490,g/l
01030120124518,op:prd:00007993,SOLO 490 SL,Herbisida,3,Isopropil amina glifosat (setara dengan glifosat : 363 g/l),490,g/l
01030120124518,op:prd:00007993,SOLO 490 SL,Herbisida,4,Isopropil amina glifosat (setara dengan glifosat : 363 g/l),490,g/l
01030120124518,op:prd:00007993,SOLO 490 SL,Herbisida,5,Isopropil amina glifosat (setara dengan glifosat : 363 g/l),490,g/l
01040120227673,op:prd:00007994,LikaGrow 20/5 WP,Zat Pengatur Tumbuh Tanaman,1,asam giberelat,20,%
01040120227673,op:prd:00007994,LikaGrow 20/5 WP,Zat Pengatur Tumbuh Tanaman,2,triakontanol,5,%
01050120258765,op:prd:00007995,EFFORT 45 WP,Moluskisida,1,Fentin asetat,45,%
01030120196451,op:prd:00007996,KAYARIS 500/55 SC,Herbisida,1,Mesotrion (mesotrione),55,g/l
01030120196451,op:prd:00007996,KAYARIS 500/55 SC,Herbisida,2,Atrazin (atrazine),500,g/l
01040120144956,op:prd:00007997,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman,1,Natrium-5-nitroguaiakol,"3,45",g/l
01040120144956,op:prd:00007997,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman,2,"Natrium 2,4-dinitrofenol","1,73",g/l
01040120144956,op:prd:00007997,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman,3,Natrium orto nitrofenol,"6,9",g/l
01040120144956,op:prd:00007997,"ATOMON 22,43 SL",Zat Pengatur Tumbuh Tanaman,4,Natrium para nitrofenol,"10,35",g/l
042007220,op:prd:00007998,GLIFOSAT 95 TC,Herbisida,1,Glifosat,95,%
042007220,op:prd:00007998,GLIFOSAT 95 TC,Herbisida,2,Glifosat,95,%
042007220,op:prd:00007998,GLIFOSAT 95 TC,Herbisida,3,Glifosat,95,%
042007220,op:prd:00007998,GLIFOSAT 95 TC,Herbisida,4,Glifosat,95,%
01030120062437,op:prd:00007999,KRESNA 400 SL,Herbisida,1,Isopropil amina glifosat,400,g/l
01010120124461,op:prd:00008000,FUSCO 400 EC,Insektisida,1,klorpirifos,400,g/l
01020120144927,op:prd:00008001,BAKTI 307 EC,Fungisida,1,Edifenfos (Edifenphos),307,g/l
0420231122,op:prd:00008002,BETA CYFLUTHRIN 95 TC,Insektisida,1,beta cyfluthrin,95,%
0420231122,op:prd:00008002,BETA CYFLUTHRIN 95 TC,Insektisida,2,beta cyfluthrin,95,%
0420231122,op:prd:00008002,BETA CYFLUTHRIN 95 TC,Insektisida,3,beta cyfluthrin,95,%
0420231122,op:prd:00008002,BETA CYFLUTHRIN 95 TC,Insektisida,4,beta cyfluthrin,95,%
01010120258985,op:prd:00008003,RAFAT 75 SP,Insektisida,1,Asefat,75,%
01010120031896,op:prd:00008004,ALFATOX 50 EC,Insektisida,1,Alpha cypermethrin,50,g/l
06080120227356,op:prd:00008005,SKIN VAPE 150 AL,Repelen,1,Ikaridin,150,g/l
0420241329,op:prd:00008006,CHLORPYRIFOS 94 TC,Insektisida,1,Klorpirifos,94,%
01030120259159,op:prd:00008007,ALPASO 20 WG,Herbisida,1,Metil Metsulfuron,20,%
01020120175876,op:prd:00008008,TEXXIM 20 WP,Fungisida,1,Cymoxanil,20,%
0420241295,op:prd:00008009,"2,4-D 97 TC",Herbisida,1,"2,4-D",97,%
01010120248464,op:prd:00008010,CHLORANLIER 200 SC,Insektisida,1,klorantraniliprol,200,g/l
01030120238106,op:prd:00008011,BLONDE 480 SL,Herbisida,1,isopropil amina glifosat,480,g/l
01010120134596,op:prd:00008012,MARBOFID 2 WP,Insektisida,1,Abamektin,2,%
01040120237938,op:prd:00008013,Supergib 10 TB,Zat Pengatur Tumbuh Tanaman,1,asam giberelat,10,%
01030120217045,op:prd:00008014,FASCINATE-FLASH 140/50 EW,Herbisida,1,Amonium glufosinat,140,g/l
01030120217045,op:prd:00008014,FASCINATE-FLASH 140/50 EW,Herbisida,2,Oksifluorfen,50,g/l
01030120269612,op:prd:00008015,NUSATRIN 80 WP,Herbisida,1,Ametrin,80,%
01010120031831,op:prd:00008016,KLENSECT 200 EC,Insektisida,1,Permetrin,200,g/l
01010120031831,op:prd:00008016,KLENSECT 200 EC,Insektisida,2,Permetrin,200,g/l
01010120031831,op:prd:00008016,KLENSECT 200 EC,Insektisida,3,Permetrin,200,g/l
01010120031831,op:prd:00008016,KLENSECT 200 EC,Insektisida,4,Permetrin,200,g/l
01010120042317,op:prd:00008017,SIDAMEC 20 EC,Insektisida,1,abamektin,20,g/l
06090120186137,op:prd:00008018,OLYSET PLUS 2 LN,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,permetrin,2,%
01010120186029,op:prd:00008019,ENTOMOBAC WP,Insektisida,1,Beauveria bassiana,1 x 10^6,cfu/g
01010120186029,op:prd:00008019,ENTOMOBAC WP,Insektisida,2,Metarhizium anisopliae,1 x 10^6,cfu/g
01010120114047,op:prd:00008020,GEMILANG 110 EC,Insektisida,1,Sipermetrin,110,g/l
01020120227632,op:prd:00008021,COPID 77 WP,Fungisida,1,Tembaga hidroksida,77,%
01020120227632,op:prd:00008021,COPID 77 WP,Fungisida,2,tembaga hidroksida,77,%
01040120206946,op:prd:00008022,"MAXIDA 12,5 PA",Zat Pengatur Tumbuh Tanaman,1,Etefon,"12,5",%
06080120227699,op:prd:00008023,ROACHTY 0.05 BB,Pestisida Rumah Tangga,1,Fipronil,0.05,%
01010120237875,op:prd:00008024,ET-PROKLIN 50 EC,Insektisida,1,emamektin benzoat,50,g/l
01010120134772,op:prd:00008025,FIERY 50 EC,Insektisida,1,Beta siflutrin,50,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,1,trisiklazol,150,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,2,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,3,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,4,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,5,trisiklazol,150,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,6,trisiklazol,150,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,7,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,8,trisiklazol,150,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,9,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,10,piraklostrobin,75,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,11,trisiklazol,150,g/l
01020120217219,op:prd:00008026,SELTIMA PLUS 75/150 ZC,Fungisida,12,trisiklazol,150,g/l
01020120114038,op:prd:00008027,CONSENTO 75/375 SC,Fungisida,1,Propamokarb hidroklorida,375,g/l
01020120114038,op:prd:00008027,CONSENTO 75/375 SC,Fungisida,2,fenamidone,75,g/l
06080120227310,op:prd:00008028,HIT 0.597 MV,Pestisida Rumah Tangga,1,Meperflutrin,0.597,%
01040120165444,op:prd:00008029,GREEN MASCOT 40 SL,Zat Pengatur Tumbuh Tanaman,1,Asam giberelat,40,g/l
01050120093358,op:prd:00008030,NICLOSAN 250 EC,Moluskisida,1,niklosamida (niclosamide),250,g/l
01020120259255,op:prd:00008031,ORONDIS VIP 30/180 DC,Fungisida,1,Metalaxyl-M,180,g/l
01020120259255,op:prd:00008031,ORONDIS VIP 30/180 DC,Fungisida,2,Oxathiapiprolin,30,g/l
01030120206849,op:prd:00008032,NIKKO 45/235 OD,Herbisida,1,Atrazine,235,g/l
01030120206849,op:prd:00008032,NIKKO 45/235 OD,Herbisida,2,Nicosulfuron,45,g/l
01010120072945,op:prd:00008033,INTERPRID 25 WP,Insektisida,1,Imidakloprid,25,%
01030120083123,op:prd:00008034,HAITEK 160 SL,Herbisida,1,IPA Glyphosate,160,g/l
01010120238129,op:prd:00008035,FORASEFAT 75 SP,Insektisida,1,Acephate,75,%
0420251396,op:prd:00008036,GLUFOSINATE AMMONIUM 95 TC,Herbisida,1,Amonium glufosinat,95,%
01030120134548,op:prd:00008037,BARREN 80 WP,Herbisida,1,Diuron,80,%
01020120155132,op:prd:00008038,KOEDAZEB 83 WP,Fungisida,1,Mankozeb,83,%
01050120072933,op:prd:00008039,CRIPTAN 250 EC,Moluskisida,1,niklosamida,250,g/l
01030120155318,op:prd:00008040,"RICESOLO 60/7,5 DF",Herbisida,1,MCPA,"7,5",%
01030120155318,op:prd:00008040,"RICESOLO 60/7,5 DF",Herbisida,2,Propanil,60,%
01030120237966,op:prd:00008041,BABAT KUAT 276 SL*,Herbisida,1,Parakuat diklorida (setara dengan ion parakuat : 200 g/l),276,%
01010120155289,op:prd:00008042,ALIPI 106/141 SC,Insektisida,1,Lamda sihalotrin,106,g/l
01010120155289,op:prd:00008042,ALIPI 106/141 SC,Insektisida,2,Tiametoksam,141,g/l
01010120237887,op:prd:00008043,HEROLE PLUS 100/20 SC,Insektisida,1,Klorfenapir,100,g/l
01010120237887,op:prd:00008043,HEROLE PLUS 100/20 SC,Insektisida,2,Klorfenapir,100,g/l
01010120237887,op:prd:00008043,HEROLE PLUS 100/20 SC,Insektisida,3,Emamektin benzoat,20,g/l
01010120237887,op:prd:00008043,HEROLE PLUS 100/20 SC,Insektisida,4,Emamektin benzoat,20,g/l
01010120031811,op:prd:00008044,TSUBAME 18 EC,Insektisida,1,abamektin,18,g/l
01010120031811,op:prd:00008044,TSUBAME 18 EC,Insektisida,2,Abamektin,18,g/l
01010120144994,op:prd:00008045,MAZOTAM 200 SC,Insektisida,1,Fipronil,200,g/l
01030120124501,op:prd:00008046,PRIMAXONE ULTRA 276 SL*,Herbisida,1,"Parakuat diklorida, setara dengan ion parakuat 200 g/l",276,g/l
042019695,op:prd:00008047,GLYPHOSATE MONOAMMONIUM 38 TC,Herbisida,1,Glyphosate monoammonium,38,%
01030120134569,op:prd:00008048,ESPLANADE 22 WG,Herbisida,1,Iodosulfuron-methyl-sodium,2,%
01030120134569,op:prd:00008048,ESPLANADE 22 WG,Herbisida,2,Indaziflam,20,%
01010120227672,op:prd:00008049,LAMLO 50 EC,Insektisida,1,Lamda Sihalotrin,50,g/l
01.01.01.2022.7489,op:prd:00008050,ANJANIE 200/150 EC,Insektisida,1,klorfenapir,200,g/l
01.01.01.2022.7489,op:prd:00008050,ANJANIE 200/150 EC,Insektisida,2,klorpirifos,150,g/l
01030120042071,op:prd:00008051,DIKAMIN 720 SL,Herbisida,1,"2,4-D dimetil amina (2,4-D dimethylammonium): 720 g/l setara dengan 2,4-D (2,4-D active equivalent): 598 g/l",720,g/l
01010120227382,op:prd:00008052,ASGARD 25 WP,Insektisida,1,imidakloprid,25,%
01010120227382,op:prd:00008052,ASGARD 25 WP,Insektisida,2,imidakloprid,25,%
01010120227382,op:prd:00008052,ASGARD 25 WP,Insektisida,3,imidakloprid,25,%
0420221071,op:prd:00008053,PARAQUAT DICHLORIDE 42 TC,Herbisida,1,Parakuat diklorida,42,%
01020120206607,op:prd:00008054,COSAVET 80 WG,Fungisida,1,Sulphur,80.00,%
01010120072701,op:prd:00008055,AMCOMEC 18 EC,Insektisida,1,Abamektin,18,g/l
0420251454,op:prd:00008056,DIMEFLUTHRIN 95 TC,Pestisida Rumah Tangga,1,dimeflutrin,95,%
01040120259209,op:prd:00008057,GETA-H PUTIH 10 PA,Zat Pengatur Tumbuh Tanaman,1,Etefon,10,%
01010120042147,op:prd:00008058,SOLANO 25 WP,Insektisida,1,Diflubenzuron,25,%
01130120196526,op:prd:00008059,ETOPROP 10 GR,Nematisida,1,ETHOPROPHOS,10,%
06080120124537,op:prd:00008060,VAPE 0.04 MC,Pestisida Rumah Tangga,1,Dimefluthrin,0.04,%
.01010120165484,op:prd:00008061,"Vela 28,5 WP",Insektisida,1,imidakloprid,25,%
.01010120165484,op:prd:00008061,"Vela 28,5 WP",Insektisida,2,abamektin,3.5,%
01010120114114,op:prd:00008062,BRASSO 250 EC,Insektisida,1,sipermetrin,250,g/l
01020120165432,op:prd:00008063,DKSIMOZEB 64/8 WP,Fungisida,1,Mankozeb (mancozeb),64,%
01020120165432,op:prd:00008063,DKSIMOZEB 64/8 WP,Fungisida,2,Simoksanil (cymoxanil),8,%
01070120144901,op:prd:00008064,FERO LANAS,Atraktan / Feromon,1,BUTENOATE,100,%
01070120144901,op:prd:00008064,FERO LANAS,Atraktan / Feromon,2,test,100,%
01040120083244,op:prd:00008065,ALTAR 15 WP,Zat Pengatur Tumbuh Tanaman,1,Paklobutrazol,15,%
01040120083244,op:prd:00008065,ALTAR 15 WP,Zat Pengatur Tumbuh Tanaman,2,Paklobutrazol,15,%
01040120083047,op:prd:00008066,SUPEREL 10 PA,Zat Pengatur Tumbuh Tanaman,1,Etefon,10,%
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,1,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,2,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,3,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,4,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,5,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,6,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,7,Difenokonazol,250,g/l
01020120083264,op:prd:00008067,EXPLORE 250 EC,Fungisida,8,Difenokonazol,250,g/l
042019727,op:prd:00008068,Zinc Omadine ZOE Dispersion,Pestisida lain-lain,1,Zinc Pyrithione,30 - 40%,%
01010120114119,op:prd:00008069,COVER 400 EC,Insektisida,1,Klorpirifos,400,g/l
01010120269363,op:prd:00008070,FENTOMAXX 600 EC,Insektisida,1,Fentoat (phenthoate),600,g/l
0101011978335,op:prd:00008071,LANNATE 25 WP,Insektisida,1,metomil,25,%
0420231205,op:prd:00008072,TRICLOPYR BUTOXY ETHYL ESTER 95 TC,Herbisida,1,Triclopyr butoxy ethyl ester,95,%
01020120206732,op:prd:00008073,FUNGSAN 200/60 SC,Fungisida,1,Fenoksanil,200,g/l
01020120206732,op:prd:00008073,FUNGSAN 200/60 SC,Fungisida,2,Kresoxim metil,60,g/l
0101011981489,op:prd:00008074,MARSHAL 200 EC,Insektisida,1,Karbosulfan,200,g/l
0101011981489,op:prd:00008074,MARSHAL 200 EC,Insektisida,2,Karbosulfan,200,g/l
0101011981489,op:prd:00008074,MARSHAL 200 EC,Insektisida,3,Karbosulfan,200,g/l
01010120103656,op:prd:00008075,FASTKILL 50 EC,Insektisida,1,Sipermetrin,50,g/l
01040120259110,op:prd:00008076,QC-GROW 40 SL,Zat Pengatur Tumbuh Tanaman,1,asam giberelat,40,g/l
01010120227611,op:prd:00008077,ASSASSIN 100 SL,Insektisida,1,Nitenpiram,100,g/l
06080120114009,op:prd:00008078,VAPE 6.0 LV,Insektisida,1,Metoflutrin,6.0,g/l
06080120114009,op:prd:00008078,VAPE 6.0 LV,Insektisida,2,Metoflutrin,6.0,g/l
06080120114009,op:prd:00008078,VAPE 6.0 LV,Insektisida,3,Metoflutrin,6.0,g/l
042021989,op:prd:00008079,Spinosad 92 TC,Insektisida,1,Spinosad,92,%
01010120258888,op:prd:00008080,U-MaxCrop 36 EC,Insektisida,1,Abamektin,36,g/l
01030120206772,op:prd:00008081,RAJAXONE 276 SL,Herbisida,1,Paraquat Diklorida,276,g/l
01010120165411,op:prd:00008082,ABAMAX 18 EC,Insektisida,1,Abamektin,18,%
01010120052286,op:prd:00008083,MAESTRO 200 EC,Insektisida,1,Triazofos,200,g/l
06080120248665,op:prd:00008084,NEW BAMBI 3 LT,Pestisida Rumah Tangga,1,Carapa Guaianensis Seed Oil,3,%
01030120248556,op:prd:00008085,TRH-CHLOR 300 CS,Herbisida,1,pretilaklor,300,g/l
01030120103637,op:prd:00008086,LANG-UP 480 SL,Herbisida,1,isopropil amina glifosat,480,g/l
0420251436,op:prd:00008087,BIOX AM492,Pestisida lain-lain,1,"2-N-tert-butyl-6-chloro-4-N-ethyl-1,3,5-triazine-2,4-diamine (terbuthylazine)",2.5 - 10,%
0420251436,op:prd:00008087,BIOX AM492,Pestisida lain-lain,2,2-n-octyl-4-isothiazolin-3-one (OIT),0.25 - 1,%
0420251436,op:prd:00008087,BIOX AM492,Pestisida lain-lain,3,Methyl N-(1H-benzimidazol-2-yl) carbamate (carbendazim),2.5 - 10,%
0420251436,op:prd:00008087,BIOX AM492,Pestisida lain-lain,4,"3-(3,4-Dichlorophenyl)-1,1-dimethylurea (diuron)",2.5 - 10,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,1,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,2,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,3,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,4,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,5,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,6,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,7,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,8,Meperflutrin,0.05,%
06080120165524,op:prd:00008088,NOMOS 0.05MC,Pestisida Rumah Tangga,9,Meperflutrin,0.05,%
042020886,op:prd:00008089,GLYPHOSATE ACID 95 TC,Herbisida,1,Glifosat,95,%
0420221042,op:prd:00008090,ABAMEKTIN 95 TC,Insektisida,1,Abamektin,95,%
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,1,tiametoksam,102,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,2,deltametrin,27,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,3,deltametrin,27,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,4,deltametrin,27,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,5,tiametoksam,102,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,6,tiametoksam,102,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,7,tiametoksam,102,g/l
01010120227343,op:prd:00008091,PILARBIT 27/102 SC,Insektisida,8,deltametrin,27,g/l
01010120072797,op:prd:00008092,RUTIN 18 EC,Insektisida,1,Abamektin,18,g/l
01030120072681,op:prd:00008093,RANDY 240/140 SL,Herbisida,1,"2,4-D isopropil amina (setara dengan 2,4-D : 110,42 g/l)",140,g/l
01030120072681,op:prd:00008093,RANDY 240/140 SL,Herbisida,2,isopropil amina glifosat (setara dengan glifosat : 178 g/l),240,g/l
01010120071675,op:prd:00008094,Ban-Drol 400 EC,Insektisida,1,Klorpirifos,400,g/l
06080120227684,op:prd:00008095,NOMOS ONE PUSH 9.4 AE,Pestisida Rumah Tangga,1,Transfluthrin,9.4,%
01030120269439,op:prd:00008096,pirabis 0.6/34.4 WP,Herbisida,1,etil pirazosulfuron,0.6,%
01030120269439,op:prd:00008096,pirabis 0.6/34.4 WP,Herbisida,2,pretilaklor,34.4,%
01010120155346,op:prd:00008097,DKFENRAT 200 EC,Insektisida,1,Fenvalerat (Fenvalerate),200,g/l
01030120248485,op:prd:00008098,FORADIAZON 250 EC,Herbisida,1,Oksadiazon,250,g/l
01030120103836,op:prd:00008099,GALLANT 108 EC,Herbisida,1,Haloksifop-R-metil ester (Haloxyfop-R-methyl ester) setara dengan haloxyfop active equivalent 104 g/l,108,g/l
01010120227402,op:prd:00008100,EMMAREX 50 EC,Insektisida,1,Emamectin benzoate,50,g/l
01020120206871,op:prd:00008101,TRIZOBIN 200/150 SC,Fungisida,1,Azoksistrobin,200,g/l
01020120206871,op:prd:00008101,TRIZOBIN 200/150 SC,Fungisida,2,Difenokonazol,150,g/l
01010120227421,op:prd:00008102,HOKORI 440 SC,Insektisida,1,Buprofezin,440,g/l
01030120165594,op:prd:00008103,ADMIL 160 SL,Herbisida,1,amonium glufosinat,160,g/l
042019791,op:prd:00008104,KLORPIRIFOS 98 TC,Insektisida,1,Klorpirifos,98,%
01120120196378,op:prd:00008105,"OMNI-BAIT 0,003 BB",Rodentisida,1,Brodifakum,"0,003",%
01030120258776,op:prd:00008106,GEMALIA 288 EC,Herbisida,1,Fluroksipir-meptil,288,g/l
01020120134611,op:prd:00008107,PROXICARB 250 SC,Fungisida,1,Epoksikonazol,125,g/l
01020120134611,op:prd:00008107,PROXICARB 250 SC,Fungisida,2,Karbendazim,125,g/l
01030120155177,op:prd:00008108,PYPER 100 SC,Herbisida,1,natrium bispiribak (bispyribac-sodium),100,g/l
01010120144922,op:prd:00008109,TRIPAS 250 EC,Insektisida,1,Klorfenapir,250,g/l
01020120238018,op:prd:00008110,LARIT 100/200 SC,Fungisida,1,Tebukonazol,200,g/l
01020120238018,op:prd:00008110,LARIT 100/200 SC,Fungisida,2,Trifloksistrobin,100,g/l
01030120248492,op:prd:00008111,GAUNG 250 SL,Herbisida,1,isopropil amina glifosat,250,g/l
01030120206710,op:prd:00008112,ANTIJI 500 EC,Herbisida,1,Pretilaklor,500,g/l
042018530,op:prd:00008113,FIPRONIL 95 TC,Insektisida,1,Fipronil,95,%
042018530,op:prd:00008113,FIPRONIL 95 TC,Insektisida,2,Fipronil,95,%
042018530,op:prd:00008113,FIPRONIL 95 TC,Insektisida,3,Fipronil,95,%
01030120237883,op:prd:00008114,GLORY 336 SC,Herbisida,1,Topramezone,336,g/l
042020840,op:prd:00008115,MESOTRIONE 95 TC,Herbisida,1,Mesotrione,95,%
01010120072733,op:prd:00008116,DANATAN 400 SL,Insektisida,1,Dimehipo,400,g/l
032017401,op:prd:00008117,T823 P. Barrier,Pestisida Rumah Tangga,1,Transflthrin,5638.6,mg/pcs
01040120207000,op:prd:00008118,UNIFAL 50 EC,Zat Pengatur Tumbuh Tanaman,1,Unikonazol,50,g/l
01030120175866,op:prd:00008119,RUDSTAR 250 EC,Herbisida,1,Oksadiazon,250,g/l
01010120217066,op:prd:00008120,METONITE 45 SP,Insektisida,1,Metomil,45,%
0420231258,op:prd:00008121,PARAQUAT DICHLORIDE 42 % TC,Herbisida,1,PARAQUAT DICHLORIDE,42,%
01030120186225,op:prd:00008122,SUTRAZIN 500/60 SC,Herbisida,1,atrazin,500,g/l
01030120186225,op:prd:00008122,SUTRAZIN 500/60 SC,Herbisida,2,mesotrion,60,g/l
01020120227452,op:prd:00008123,PYROIN 250 EC,Fungisida,1,Piraklostrobin,250,g/l
01030120031912,op:prd:00008124,OTOMIN 865 SL,Herbisida,1,"2,4-D dimetil amina",865,g/l
042017484,op:prd:00008125,ATRAZIN 97 TC,Herbisida,1,Atrazin,97,%
01010120248346,op:prd:00008126,AGROTON-77 500 EC,Insektisida,1,Ethion,500,g/l
01030120259245,op:prd:00008127,MENICO 260/55/50 OD,Herbisida,1,Atrazin,260,g/l
01030120259245,op:prd:00008127,MENICO 260/55/50 OD,Herbisida,2,Nikosulfuron,50,g/l
01030120259245,op:prd:00008127,MENICO 260/55/50 OD,Herbisida,3,Mesotrion,55,g/l
01010120134544,op:prd:00008128,NARACEL 18 EC,Insektisida,1,Abamektin,18,g/l
06080120175755,op:prd:00008129,HIT 0.566 MV,Pestisida Rumah Tangga,1,Dimeflutrin,0.566,%
0420241368,op:prd:00008130,ACTICIDE ZPD 1,Fungisida,1,zinc oxide,< 15,%
0420241368,op:prd:00008130,ACTICIDE ZPD 1,Fungisida,2,Pyrithione Zinc,12 - 15,%
06090120144961,op:prd:00008131,TEMEGUARD 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,Temefos,1,%
042018626,op:prd:00008132,ROCIMA™ 350 Biocide,Bakterisida,1,3-iodo-2-propynyl butyl carbamate (IPBC),"6,15 - 6,85",%
042018626,op:prd:00008132,ROCIMA™ 350 Biocide,Bakterisida,2,"4,5-dichloro-2-n-octyl-4-isothiozolin-3-one (DCOIT)","12,8 - 14,2",%
01020120248349,op:prd:00008133,AGXIRAO 250 SC,Fungisida,1,Piraklostrobin,250,g/l
01010120206722,op:prd:00008134,DAIMON 60/150 SC,Insektisida,1,Fipronil,60,g/l
01010120206722,op:prd:00008134,DAIMON 60/150 SC,Insektisida,2,Tiametoksam,150,g/l
01010120227455,op:prd:00008135,REXPHATE 75 SP,Insektisida,1,Asefat,75,%
06080120237830,op:prd:00008136,VAPE 40 VP,Pestisida Rumah Tangga,1,Metofluthrin,40,%
01010120155259,op:prd:00008137,PROTHENE 75 SP,Insektisida,1,asefat,75,%
01010120072762,op:prd:00008138,IMIDASTAR 200 SL,Insektisida,1,Imidakloprid,200,g/l
01010120248326,op:prd:00008139,sagriTOP 35/20 WP,Insektisida,1,klorbenzuron,35,%
01010120248326,op:prd:00008139,sagriTOP 35/20 WP,Insektisida,2,metoksifenosida,20,%
01010120248326,op:prd:00008139,sagriTOP 35/20 WP,Insektisida,3,metoksifenosida,20,%
