nomor_pendaftaran,produk_id,merk_dagang,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,urutan,parameter,parameter_kunci,nilai_teks,jenis_nilai,kualifier,nilai_min,nilai_maks,pengali,satuan,catatan
01.03.2022.1603,op:prd:00014456,MABAR GREEN,GEMA MITRA ANDALAN,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar Air,kadar air,"2,51 %",numerik,,2.51,2.51,,%,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"12,08 %",numerik,,12.08,12.08,,%,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),2,N + P2O5 + K2O,n + p2o5 + k2o,"2,29 %",numerik,,2.29,2.29,,%,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),3,N-organik,n-organik,"0,56 %",numerik,,0.56,0.56,,%,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),4,pH,ph,"6,54",numerik,,6.54,6.54,,,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),5,Zn-total,zn-total,"32,67 ppm",numerik,,32.67,32.67,,ppm,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),6,B-total,b-total,"31,75 ppm",numerik,,31.75,31.75,,ppm,
02.02.2022.975,op:prd:00014457,TURBO Eksekutive 168,INTER ALL,Pupuk Organik,Cair (Liquid),7,Mo-total,mo-total,"3,82 ppm",numerik,,3.82,3.82,,ppm,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),1,Azospirillum sp,azospirillum sp,"3,45 x 10^7 CFU/g",numerik,,3.45,3.45,10000000,CFU/g,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),2,Bacillus sp,bacillus sp,"6,85 x 10^9 CFU/g",numerik,,6.85,6.85,1000000000,CFU/g,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),3,Bacillus subtillis,bacillus subtillis,"3,65 x 10^9 CFU/g",numerik,,3.65,3.65,1000000000,CFU/g,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),4,Lactobacillus sp,lactobacillus sp,"1,00 x 10^7 CFU/g",numerik,,1,1,10000000,CFU/g,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),5,Pseudomonas sp,pseudomonas sp,"1,08 x 10^10 CFU/g",numerik,,1.08,1.08,10000000000,CFU/g,
04.01.2022.799,op:prd:00014458,GDM,GRAHA SIRTU,,Butiran (Granular),6,pH,ph,"7,98",numerik,,7.98,7.98,,,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"15,36 %",numerik,,15.36,15.36,,%,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"22,93",numerik,,22.93,22.93,,,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),3,N + P2O5 + K2O,n + p2o5 + k2o,"2,48 %",numerik,,2.48,2.48,,%,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),4,Kadar Air,kadar air,"19,02 %",numerik,,19.02,19.02,,%,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),5,pH,ph,"7,36",numerik,,7.36,7.36,,,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),6,Fe-total,fe-total,"11657,74 ppm",numerik,,11657.74,11657.74,,ppm,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),7,Fe-tersedia,fe-tersedia,"7,53 ppm",numerik,,7.53,7.53,,ppm,
02.01.2024.91,op:prd:00014459,GreenGrow,MENTHOBI HIJAU LESTARI,Pupuk Organik,Butiran (Granular),8,Zn,zn,"129,39 ppm",numerik,,129.39,129.39,,ppm,
03.02.2024.21,op:prd:00014460,GRAND TOMIKs,NOVIE AGRO INDUSTRI,Hayati Majemuk,Cair (Liquid),1,Azospirillum sp,azospirillum sp,"6,00 x 106 CFU/ml",numerik,,6,6,,x 106 CFU/ml,pengali-tanpa-pangkat
03.02.2024.21,op:prd:00014460,GRAND TOMIKs,NOVIE AGRO INDUSTRI,Hayati Majemuk,Cair (Liquid),2,Azotobacter sp,azotobacter sp,"2,34 x 10^8 CFU/ml",numerik,,2.34,2.34,100000000,CFU/ml,
03.02.2024.21,op:prd:00014460,GRAND TOMIKs,NOVIE AGRO INDUSTRI,Hayati Majemuk,Cair (Liquid),3,Lactobacillus sp,lactobacillus sp,"2,00 x 10^7 CFU/ml",numerik,,2,2,10000000,CFU/ml,
03.02.2024.21,op:prd:00014460,GRAND TOMIKs,NOVIE AGRO INDUSTRI,Hayati Majemuk,Cair (Liquid),4,Pseudomonas sp,pseudomonas sp,"4,00 x 10^8 CFU/ml",numerik,,4,4,100000000,CFU/ml,
03.02.2024.21,op:prd:00014460,GRAND TOMIKs,NOVIE AGRO INDUSTRI,Hayati Majemuk,Cair (Liquid),5,Rhizobium sp,rhizobium sp,"5,00 x 10^9 CFU/ml",numerik,,5,5,1000000000,CFU/ml,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"10,61 %",numerik,,10.61,10.61,,%,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),2,N-organik,n-organik,"0,59 %",numerik,,0.59,0.59,,%,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),3,N + P2O5 + K2O,n + p2o5 + k2o,"2,56 %",numerik,,2.56,2.56,,%,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),4,Fe-total,fe-total,"92,57 ppm",numerik,,92.57,92.57,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),5,Mn,mn,"27,22 ppm",numerik,,27.22,27.22,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),6,Cu,cu,"27,22 ppm",numerik,,27.22,27.22,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),7,Zn,zn,"26,22 ppm",numerik,,26.22,26.22,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),8,B,b,"12,53 ppm",numerik,,12.53,12.53,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),9,Mo,mo,"2,67 ppm",numerik,,2.67,2.67,,ppm,
02.02.2023.1245,op:prd:00014461,infarm,KAYUAN INFARM INDONESIA,Pupuk Organik,Cair (Liquid),10,pH,ph,"4,35",numerik,,4.35,4.35,,,
01.03.2023.2146,op:prd:00014462,GRO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),1,N,n,12%,numerik,,12,12,,%,
01.03.2023.2146,op:prd:00014462,GRO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),2,P2O5,p2o5,26%,numerik,,26,26,,%,
01.03.2023.2146,op:prd:00014462,GRO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),3,K2O,k2o,26%,numerik,,26,26,,%,
01.03.2023.2146,op:prd:00014462,GRO,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar air,kadar air,"0,88%",numerik,,0.88,0.88,,%,
01.03.2025.40,op:prd:00014463,LOONGZOU,SASCO INDONESIA,Pupuk Amonium Klorida (NH4Cl),Tepung (Powder),1,N,n,26%,numerik,,26,26,,%,
01.03.2025.40,op:prd:00014463,LOONGZOU,SASCO INDONESIA,Pupuk Amonium Klorida (NH4Cl),Tepung (Powder),2,Asam bebas (sebagai HCl),asam bebas (sebagai hcl),"0,01%",numerik,,0.01,0.01,,%,
01.03.2025.40,op:prd:00014463,LOONGZOU,SASCO INDONESIA,Pupuk Amonium Klorida (NH4Cl),Tepung (Powder),3,Kadar air,kadar air,"0,73%",numerik,,0.73,0.73,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,13%,numerik,,13,13,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,8%,numerik,,8,8,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,27%,numerik,,27,27,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,4%,numerik,,4,4,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),5,B,b,1%,numerik,,1,1,,%,
01.01.2022.1457,op:prd:00014464,BUAMAX,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),6,Kadar Air,kadar air,"1,52%",numerik,,1.52,1.52,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"18,30 %",numerik,,18.3,18.3,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"29,81 %",numerik,,29.81,29.81,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"0,80 %",numerik,,0.8,0.8,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"1,42 %",numerik,,1.42,1.42,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),5,Kadar Air,kadar air,"1,01 %",numerik,,1.01,1.01,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),6,Netralisasi (setara dengan CaCO3),netralisasi (setara dengan caco3),"101,5 %",numerik,,101.5,101.5,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,100 %,numerik,,100,100,,%,
04.03.2026.94,op:prd:00014465,Magnahara,ANUGERAH DOLOMIT INDONESIA,Dolomit,Tepung (Powder),9,Kehalusan 100 Mesh,kehalusan 100 mesh,100 %,numerik,,100,100,,%,
01.01.2025.662,op:prd:00014466,SAFA,SAFA AGROTEK INDONESIA,,Butiran (Granular),1,Zn,zn,8%,numerik,,8,8,,%,
01.01.2025.662,op:prd:00014466,SAFA,SAFA AGROTEK INDONESIA,,Butiran (Granular),2,Cu,cu,12%,numerik,,12,12,,%,
01.01.2025.662,op:prd:00014466,SAFA,SAFA AGROTEK INDONESIA,,Butiran (Granular),3,Fe,fe,8%,numerik,,8,8,,%,
01.01.2025.662,op:prd:00014466,SAFA,SAFA AGROTEK INDONESIA,,Butiran (Granular),4,Kadar air,kadar air,"0,2%",numerik,,0.2,0.2,,%,
01.03.2023.712,op:prd:00014467,Mentari,PERMATA AGRO PERSADA,,Tepung (Powder),1,MgO,mgo,25%,numerik,,25,25,,%,
01.03.2023.712,op:prd:00014467,Mentari,PERMATA AGRO PERSADA,,Tepung (Powder),2,S,s,21%,numerik,,21,21,,%,
01.03.2023.712,op:prd:00014467,Mentari,PERMATA AGRO PERSADA,,Tepung (Powder),3,Kadar Air,kadar air,"0,5%",numerik,,0.5,0.5,,%,
01.02.2023.2240,op:prd:00014468,SEPRINT,BUNGA TANI,,Cair (Liquid),1,N,n,10%,numerik,,10,10,,%,
01.02.2023.2240,op:prd:00014468,SEPRINT,BUNGA TANI,,Cair (Liquid),2,K2O,k2o,2%,numerik,,2,2,,%,
01.01.2025.274,op:prd:00014469,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,11%,numerik,,11,11,,%,
01.01.2025.274,op:prd:00014469,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P₂O₅,p₂o₅,11%,numerik,,11,11,,%,
01.01.2025.274,op:prd:00014469,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K₂O,k₂o,11%,numerik,,11,11,,%,
01.01.2025.274,op:prd:00014469,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar air,kadar air,"2,95%",numerik,,2.95,2.95,,%,
04.08.2021.531,op:prd:00014470,Naturebio,INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,,Bentuk Lainnya,1,Lactobacillus sp,lactobacillus sp,"1,21 x 10^7 CFU/g",numerik,,1.21,1.21,10000000,CFU/g,
04.08.2021.531,op:prd:00014470,Naturebio,INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,,Bentuk Lainnya,2,Pseudomonas fluorescens,pseudomonas fluorescens,"8,00 x 10^8 CFU/g",numerik,,8,8,100000000,CFU/g,
04.08.2021.531,op:prd:00014470,Naturebio,INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,,Bentuk Lainnya,3,Rhizobium leguminosarum,rhizobium leguminosarum,"1,10 x 10^7 CFU/g",numerik,,1.1,1.1,10000000,CFU/g,
04.08.2021.531,op:prd:00014470,Naturebio,INDORAYA MITRA PERSADA SERATUS ENAM PULUH DELAPAN,,Bentuk Lainnya,4,Trichoderma sp,trichoderma sp,"1,01 x 10^6 CFU/g",numerik,,1.01,1.01,1000000,CFU/g,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"21,21 %",numerik,,21.21,21.21,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"30,23 %",numerik,,30.23,30.23,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"1,36 %",numerik,,1.36,1.36,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"0,03 %",numerik,,0.03,0.03,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),5,Kadar air,kadar air,"0,31 %",numerik,,0.31,0.31,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),6,Netralisasi (setara CaCO3),netralisasi (setara caco3),"108,13 %",numerik,,108.13,108.13,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,96 %,numerik,,96,96,,%,
04.03.2022.1108,op:prd:00014471,PUHAY GOLD,HAMAS PANDJI INDONESIA,Dolomit,Tepung (Powder),9,Kehalusan 100 Mesh,kehalusan 100 mesh,94 %,numerik,,94,94,,%,
01.01.2026.302,op:prd:00014472,VICTORY PHOSKA,ULTI GROW NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),1,CaO,cao,22%,numerik,,22,22,,%,
01.01.2026.302,op:prd:00014472,VICTORY PHOSKA,ULTI GROW NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),2,MgO,mgo,15%,numerik,,15,15,,%,
01.01.2026.302,op:prd:00014472,VICTORY PHOSKA,ULTI GROW NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),3,Kadar air,kadar air,"2,67%",numerik,,2.67,2.67,,%,
01.01.2025.971,op:prd:00014473,URALCHEM,MULTI HARA AGRO,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15%,numerik,,15,15,,%,
01.01.2025.971,op:prd:00014473,URALCHEM,MULTI HARA AGRO,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,9%,numerik,,9,9,,%,
01.01.2025.971,op:prd:00014473,URALCHEM,MULTI HARA AGRO,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,20%,numerik,,20,20,,%,
01.01.2025.971,op:prd:00014473,URALCHEM,MULTI HARA AGRO,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,"2,65%",numerik,,2.65,2.65,,%,
01.01.2025.971,op:prd:00014473,URALCHEM,MULTI HARA AGRO,Pupuk Hara Makro Majemuk,Butiran (Granular),5,Kadar air,kadar air,"0,61%",numerik,,0.61,0.61,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),1,Magnesium (MgO),magnesium (mgo),"18,99 %",numerik,,18.99,18.99,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),2,Kalsium (CaO),kalsium (cao),"29,03 %",numerik,,29.03,29.03,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"0,93 %",numerik,,0.93,0.93,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),4,Silikat (SiO2),silikat (sio2),"2,91 %",numerik,,2.91,2.91,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),5,Kadar Air,kadar air,"1,82 %",numerik,,1.82,1.82,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),6,Netralisasi (setara CaCO3),netralisasi (setara caco3),"105,98 %",numerik,,105.98,105.98,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.01.2021.590,op:prd:00014474,TUGU MAKMUR INTRAPHOS 3.6,CV. BERKAH MAKMUR NUSANTARA,Dolomit,Butiran (Granular),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"52,66 %",numerik,,52.66,52.66,,%,
01.05.2022.1467,op:prd:00014475,NITRO DI AMINE,PRIMA MULIA ABADI,,Prill,1,N,n,37 %,numerik,,37,37,,%,
01.05.2022.1467,op:prd:00014475,NITRO DI AMINE,PRIMA MULIA ABADI,,Prill,2,B,b,1 %,numerik,,1,1,,%,
01.05.2022.1467,op:prd:00014475,NITRO DI AMINE,PRIMA MULIA ABADI,,Prill,3,Kadar Air,kadar air,"0,57 %",numerik,,0.57,0.57,,%,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"10,4 %",numerik,,10.4,10.4,,%,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),2,N + P2O5 + K2O,n + p2o5 + k2o,"3,6 %",numerik,,3.6,3.6,,%,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),3,N-organik,n-organik,"0,6 %",numerik,,0.6,0.6,,%,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),4,pH,ph,"4,90",numerik,,4.9,4.9,,,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),5,Fe-total,fe-total,"148,5 ppm",numerik,,148.5,148.5,,ppm,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),6,Mn-total,mn-total,"27,5 ppm",numerik,,27.5,27.5,,ppm,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),7,Cu-total,cu-total,"35,97 ppm",numerik,,35.97,35.97,,ppm,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),8,Zn-total,zn-total,"38,0 ppm",numerik,,38,38,,ppm,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),9,B-total,b-total,"143,0 ppm",numerik,,143,143,,ppm,
02.02.2023.1106,op:prd:00014476,MUSTIKA ALAM PERINTIS,BUMI ASIH LELUHUR,Pupuk Organik,Cair (Liquid),10,Mo-total,mo-total,"2,7 ppm",numerik,,2.7,2.7,,ppm,
01.03.2025.62,op:prd:00014477,HIGHPHOS,KRISNA CAKRA CYRILLA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),1,P2O5 total,p2o5 total,18%,numerik,,18,18,,%,
01.03.2025.62,op:prd:00014477,HIGHPHOS,KRISNA CAKRA CYRILLA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),2,P2O5larut dalam asam sitrat 2%,p2o5larut dalam asam sitrat 2%,"17,82%",numerik,,17.82,17.82,,%,
01.03.2025.62,op:prd:00014477,HIGHPHOS,KRISNA CAKRA CYRILLA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),3,Kehalusan lolos 80 mesh Tyler,kehalusan lolos 80 mesh tyler,91%,numerik,,91,91,,%,
01.03.2025.62,op:prd:00014477,HIGHPHOS,KRISNA CAKRA CYRILLA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),4,Kehalusan lolos 25 mesh Tyler,kehalusan lolos 25 mesh tyler,94%,numerik,,94,94,,%,
01.03.2025.62,op:prd:00014477,HIGHPHOS,KRISNA CAKRA CYRILLA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),5,Kadar air,kadar air,"1,71%",numerik,,1.71,1.71,,%,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"17,03 %",numerik,,17.03,17.03,,%,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"12,80",numerik,,12.8,12.8,,,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),3,N + P2O5+ K2O,n + p2o5+ k2o,"4,78 %",numerik,,4.78,4.78,,%,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),4,Kadar Air,kadar air,"18,63 %",numerik,,18.63,18.63,,%,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),5,pH,ph,"8,83",numerik,,8.83,8.83,,,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),6,Fe-total,fe-total,"13194,58 ppm",numerik,,13194.58,13194.58,,ppm,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),7,Fe-tersedia,fe-tersedia,500 ppm,numerik,,500,500,,ppm,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),8,Zn,zn,"322,92 ppm",numerik,,322.92,322.92,,ppm,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),9,Azospirillum sp,azospirillum sp,"1,1 x 10^5 CFU/g",numerik,,1.1,1.1,100000,CFU/g,
02.01.2025.178,op:prd:00014478,Selaras Alami,SELARAS ALAM SEJAHTERA,Pupuk Organik,Butiran (Granular),10,Bacillus sp,bacillus sp,"1,0 x 10^5 CFU/ml",numerik,,1,1,100000,CFU/ml,
02.01.2021.460,op:prd:00014479,TANIKU,PT. TANCIMAS WISIN JAYA,Pupuk Organik,Butiran (Granular),1,C-organik,c-organik,"19,43 %",numerik,,19.43,19.43,,%,
02.01.2021.460,op:prd:00014479,TANIKU,PT. TANCIMAS WISIN JAYA,Pupuk Organik,Butiran (Granular),2,C/N,c/n,"3,02",numerik,,3.02,3.02,,,
02.01.2021.460,op:prd:00014479,TANIKU,PT. TANCIMAS WISIN JAYA,Pupuk Organik,Butiran (Granular),3,N,n,"6,43 %",numerik,,6.43,6.43,,%,
02.01.2021.460,op:prd:00014479,TANIKU,PT. TANCIMAS WISIN JAYA,Pupuk Organik,Butiran (Granular),4,P2O5,p2o5,"8,01 %",numerik,,8.01,8.01,,%,
02.01.2021.460,op:prd:00014479,TANIKU,PT. TANCIMAS WISIN JAYA,Pupuk Organik,Butiran (Granular),5,K2O,k2o,"2,67 %",numerik,,2.67,2.67,,%,
