nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
042019729,Abamectin 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018579,Kordek™ MLX Industrial Microbicide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030119981411,GLIFOMIN 300/100 SL,baris-bukan-nama-ilmiah,Kalimat peringatan: Sisa gulma dan jerami tidak boleh dibakar,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06080120124265,VAPE PLUS 1.8 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120124265,VAPE PLUS 1.8 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231137,NATRIUM BISPIRIBAK 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120259115,ROCKSTAR 250 EC,dosis-bentrok,"kolom=""2 - 3 l/ha"" kurung=""2,25 - 3 l/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Echinochloa crus-galli"". Kolom yang dipakai."
01030120259115,ROCKSTAR 250 EC,dosis-bentrok,"kolom=""2 - 3 l/ha"" kurung=""2,25 - 3 l/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Marselia crenata"". Kolom yang dipakai."
01030120259115,ROCKSTAR 250 EC,dosis-bentrok,"kolom=""2 - 3 l/ha"" kurung=""2,25 - 3 l/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Scirpus juncoides"". Kolom yang dipakai."
0420241277,FLUROXYPYR-MEPTYL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231231,ISOFLUALAMIDE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231125,Chlorpyrifos 97% TC.,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251440,PREVENTOL D 6,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020808,Azoxystrobin 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024566,PEVENTA 5 DT,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021953,Glyphosate 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0112011984666,KLERAT 0.005 BB,kadar-kolom-bukan-angka,Pengumpanan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0112011984666,KLERAT 0.005 BB,kurung-bukan-dosis,Pengumpanan siap pakai,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0112011984666,KLERAT 0.005 BB,kadar-kolom-bukan-angka,Pengumpanan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0112011984666,KLERAT 0.005 BB,kurung-bukan-dosis,Pengumpanan siap pakai,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06080120227316,HIT GREEN 12.5 LT,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227316,HIT GREEN 12.5 LT,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032024577,KOBAE GOKITORE HG 20,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231262,ACTICIDE EPW,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042016365,GLIFOSAT 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04199668,GLIFO 62 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231215,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032011253,CLOSER 240 SC,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420261490,Acticide BAC 80,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120041996,PRIME PLUS 25 EC,kadar-kolom-bukan-angka,2 ml/l (pada 1 minggu setelah topping),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01040120155187,SINAGROWTH 20 TB,kurung-bukan-dosis,besar dan kering,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01040120196373,GANERO 250 EC,kadar-kolom-bukan-angka,200 ml/l (2 - 3 MST) dan (6 - 7 MST),"satuanPestisida=""-""; ditolak: rentang-di-dalam-satuan. Teksnya dipertahankan pada dosis_teks."
032022532,SERCADIS 300 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019473,POUNCE 500 EC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032026641,MYTHIC 240 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120124240,ONE PUSH VAPE 30.9 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120124240,ONE PUSH VAPE 30.9 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251446,Alpha Cypermethrin 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231256,LAMBDA CYHALOTHRIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231181,Flusilazole 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241366,PROPINEB 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231246,CARBOFURAN 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025589,KENFOSAT 490 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020890,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251398,PROPINEB 80 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261518,OXAMYL 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021914,ETHEPHON 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032012282,"Mortein 0,15 MC",kadar-kolom-bukan-angka,Tidak Ada Penggunaan Terdaftar (Pestisida Ekspor),"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032012282,"Mortein 0,15 MC",kurung-bukan-dosis,Pestisida Ekspor,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420221114,Innosei ® MT,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165573,NOMOS 0.185AE,kadar-kolom-bukan-angka,Dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221088,PROXEL GL20,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032013332,VAPE 0.34 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032019474,TEPAT 60 SL,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420261506,FEPROXYDIM 40 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231245,AMETRYN 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120165626,LEPTOKIL 100/40 SE,dosis-bentrok,"kolom=""375 - 750 ml/ha"" kurung=""375 - 500 ml/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Fimbristylis littoralis"". Kolom yang dipakai."
01030120165626,LEPTOKIL 100/40 SE,dosis-bentrok,"kolom=""375 - 750 ml/ha"" kurung=""375 - 500 ml/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Cyperus iria"". Kolom yang dipakai."
042017474,PARAKUAT DIKLORIDA 42 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241337,HALAUXIFEN-METHYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221033,BIOX P509,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032021505,LUMISPANCE 500 FS,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231243,Zinc Omadine ZOE T Antimicrobial,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120011646,TUPORMIN 865 SL,baris-bukan-nama-ilmiah,Kalimat Peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120011646,TUPORMIN 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120011646,TUPORMIN 865 SL,baris-bukan-nama-ilmiah,tidak boleh dibakar,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
042009237,PARAKUAT DIKLORIDA 42 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01120120072882,"NORAT 0,005 BB",kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042021952,Glyphosate 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251430,ACTICIDE LG CONC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
02140120134574,FLYTOX 1 P,kadar-kolom-bukan-angka,20 g/1000 cm2 (sampai dengan minggu ke 4 pasca aplikasi),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
032024569,BASTA ULTRA 118 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025595,REGENT 2 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018577,KATHON™ WT Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018534,KLORPIRIFOS 97 TC,kadar-kolom-bukan-angka,izin tetap ulang bahan teknis,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231124,CHLOROTHALONIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231237,INNOMAN ® DB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032020480,NOVIXID 32.5 OD,kadar-kolom-bukan-angka,NA (Kebutuhan ekspor),"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032020480,NOVIXID 32.5 OD,kurung-bukan-dosis,Kebutuhan ekspor,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420261500,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120248236,BACKER 30 WP,baris-bukan-nama-ilmiah,"jumlah daun, jumlah umbi,",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248236,BACKER 30 WP,baris-bukan-nama-ilmiah,"bobot kering tanaman, bobot",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248236,BACKER 30 WP,baris-bukan-nama-ilmiah,"umbi per tanaman, bobot",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248236,BACKER 30 WP,baris-bukan-nama-ilmiah,"tajuk, dan bobot per tanaman",Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
042018655,METSULFURON METHYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032001152,SUCCESS 25 EC,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120248570,ANTSY ANTS 27 AL,kadar-kolom-bukan-angka,larutan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120185936,ADVION COCKROACH 0.6 RB,kadar-kolom-bukan-angka,pengumpanan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120185936,ADVION COCKROACH 0.6 RB,kadar-kolom-bukan-angka,Pengumpanan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042010161,PARAKUAT DIKLORIDA 42 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251428,TRIKLOPIR BUTOTIL 99 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231193,OKSADIAZON 94 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018632,ROCIMA™ MB2X Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04110120269358,DTM 25 EC,kurung-bukan-dosis,"retensi : 15,66 kg/m3",Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420261520,PREVENTOL HS 75-CT 300,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120258855,QUATXONE 135 SL,dosis-bentrok,"kolom=""1,5 -3 l/ha"" kurung=""1 - 1,5 l/ha""","Komoditas ""Budidaya jagung (TOT)"", OPT ""Cyperus rotundus"". Kolom yang dipakai."
0420221094,FLUMIOKSAZIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221085,Proxel 106,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120227652,GIBMOR 0.011 L,baris-bukan-nama-ilmiah,"per tanaman, jumlah tandan bunga per",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227652,GIBMOR 0.011 L,baris-bukan-nama-ilmiah,"tanaman, jumlah bunga per tandan, jumlah",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227652,GIBMOR 0.011 L,baris-bukan-nama-ilmiah,"buah per tandan, dan jumlah buah per",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227652,GIBMOR 0.011 L,baris-bukan-nama-ilmiah,"tanaman, bobot buah per tanaman dan",Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227652,GIBMOR 0.011 L,baris-bukan-nama-ilmiah,bobot buah per petak,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
042019771,PHENTHOATE 92 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025586,CARBOFURAN 10 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018543,PMD 70 TA,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251458,GLYPHOSATE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231216,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251469,Innosei ® CI,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231252,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231150,ACTICIDE SR3306,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021919,GLYPHOSATE 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221106,PYMETROZINE 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018589,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261512,METOMIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120072946,INTERCEPTOR 200 K,baris-bukan-nama-ilmiah,Kalimat peringatan :,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120072946,INTERCEPTOR 200 K,baris-bukan-nama-ilmiah,"Tidak boleh digunakan oleh perorangan, hanya digunakan oleh petugas Dinas Kesehatan/pest control",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420241353,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221103,L-AMONIUM GLUFOSINAT 50 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025600,DIAFURAN 3 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221117,Innosei ® PCP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024574,HIT 0.295 AE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042008231,LOVLAN 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018594,DIMETHOMORPH 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227578,QUATIGO 70 WP,dosis-bentrok,"kolom=""0.75 - 1.0 kg/ha"" kurung=""0,75 - 1,5 kg/ha""","Komoditas ""Budidaya kentang"", OPT ""Alternanthera piloxeroides"". Kolom yang dipakai."
01040120227465,SPEED EXTRA SERTAMAX 80 SL,kurung-bukan-dosis,GKG,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01040120227465,SPEED EXTRA SERTAMAX 80 SL,kurung-bukan-dosis,GKP,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
032017413,COSMOS 500 FS,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420261485,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04110120113987,PLANTWOOD 99 SP,kadar-kolom-bukan-angka,"retensi: 2,6 kg/m3","satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251402,PREVENTOL P 91 MV,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251411,CYFLUMETOFEN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251426,TERBUTHYLAZINE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221076,CleanBioTM-Zinc <SUPER>,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
420251386,ACTICIDE M 10 S,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020824,METSULFURON-METHYL 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221116,Innosei ® PM4,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,4 ml/l sd 4 minggu,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,4 ml/l sd 4 minggu),Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,4 ml/l sd 4 minggu),Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,16 ml/ha,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,16 ml/ha,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,24 ml/ha,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
