nama_produk,nomor_pendaftaran,jenis_pestisida,bentuk_formulasi,bahan_aktif,pemegang_pendaftaran,jenis_perseroan,perihal,bidang_penggunaan,komoditas_sasaran,tanggal_terbit,tanggal_berakhir,jml_perubahan_nama,jml_perubahan_pemegang,jml_perluasan,id,bahan_aktif_json,komoditas_json
DKNMC PLUS 750 SL,01030120248471,Herbisida,sistemik purnatumbuh berbentuk larutan dalam air,MCPA dimetil amina (setara dengan MCPA 620 g/l) 750 g/l,DANKEN INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya padi sawah,2024-11-18,2029-11-18,1,0,0,00539b75-479f-49b4-b7b9-b3977fd68ba9,"[{""namaBahan"": ""MCPA dimetil amina (setara dengan MCPA 620 g/l)"", ""kadarBahan"": ""750"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya padi sawah  "", ""kadarPestisida"": ""2 - 4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Marsilea crenata (2 - 4 l/ha)""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya padi sawah  "", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Limnocharis flava (2 - 4 l/ha)""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya padi sawah  "", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Monochoria vaginalis (2 - 4 l/ha)""}, {""hamaKomoditas"": ""Gulma Berdaun Lebar"", ""namaKomoditas"": ""Budidaya padi sawah  "", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ludwigia octovalvis  (2 - 4 l/ha)""}]"
ULETE 30 EC,01010120248337,Insektisida,racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan,Emamektin benzoat 30 g/l,BERBAK AGRO SEJATI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Jagung,2024-08-09,2029-08-09,1,1,0,00591f12-ce1d-46e8-a38b-c7e93ff7411d,"[{""namaBahan"": ""Emamektin benzoat"", ""kadarBahan"": ""30"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Jagung"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodoptera frugiperda""}]"
CENTATIN 200 EC,01010120072727,Insektisida,Insektisida racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan,permetrin 200 g/l,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Cabai,2022-06-27,2027-06-27,0,0,0,0060be8e-f9db-4e7c-a824-0547d3c65c82,"[{""namaBahan"": ""permetrin"", ""kadarBahan"": ""200"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Hama trips "", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips parvispinus""}, {""hamaKomoditas"": ""Ulat grayak"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodoptera litura""}]"
CHERIZEB 80 WP,01020120175677,Fungisida,"yang bersifat protektif
berbentuk tepung yang dapat
disuspensikan",mankozeb 80 %,ARENA AGRO UTAMA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kentang,2022-12-05,2027-12-05,0,0,0,0067b0b5-9fea-47cd-8330-cec190149271,"[{""namaBahan"": ""mankozeb"", ""kadarBahan"": ""80"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""penyakit hawar daun"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytophthora infestans""}]"
PREVENTOL BO,0420241350,Pestisida lain-lain,Suspensi,"1,2-benzisothiazol-3(2H)-one 3 - 10 %; octhilinone 1 - 2.5 %",BLUE CUBE INDONESIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2024-11-18,2029-11-18,0,0,0,00684072-a7f3-4022-a66c-5de17639ba66,"[{""namaBahan"": ""1,2-benzisothiazol-3(2H)-one"", ""kadarBahan"": ""3 - 10"", ""satuanBahan"": ""%""}, {""namaBahan"": ""octhilinone"", ""kadarBahan"": ""1 - 2.5"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
BIFTIN 50 SC,04110120269530,Bahan pengawet kayu,racun kontak dan lambung berbentuk pekatan suspensi,bifentrin 50 g/l,GONGCHENG BIOTECH INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Kehutanan,Bangunan,2026-07-16,2031-07-16,0,0,0,0077e3f7-54e9-43b6-b27d-0000e93debb2,"[{""namaBahan"": ""bifentrin "", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""rayap tanah"", ""namaKomoditas"": ""Bangunan"", ""kadarPestisida"": ""50"", ""satuanPestisida"": ""ml/m2"", ""latinHamaKomoditas"": ""Coptotermes curvignathus""}]"
Prolatex 100 PA,01040120083217,Zat Pengatur Tumbuh Tanaman,berbentuk pasta,Ethephon 100 g/l,AGRO SEJAHTERA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Karet,2024-03-05,2029-03-05,0,0,0,008eff24-9f0f-4d12-a481-fb809c6ebe58,"[{""namaBahan"": ""Ethephon"", ""kadarBahan"": ""100"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Meningkatkan produksi karet kering"", ""namaKomoditas"": ""Karet"", ""kadarPestisida"": ""0,75"", ""satuanPestisida"": ""gr/Pohon"", ""latinHamaKomoditas"": """"}]"
RED BELL 300 SC,01020120144917,Fungisida,sistemik yang bersifat protektif dan kuratif berbentuk pekatan suspensi,Azoxystrobin 300 g/l,SAKASAKI,CV.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Bawang merah,2024-09-19,2029-09-19,0,0,0,00920a1a-1cfc-48e5-8b32-b7eb11190916,"[{""namaBahan"": ""Azoxystrobin"", ""kadarBahan"": ""300"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Penyakit embun bulu"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Peronospora destructor""}, {""hamaKomoditas"": ""penyakit bercak ungu"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Alternaria Porri""}]"
ROUNDUP POWERMAX 660 SL,01030120134713,Herbisida,Herbisida sistemik purna tumbuh berbentuk larutan dalam air,kalium glifosat (setara dengan glifosat:540 g/l) 660 g/l,BAYER INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kakao (TM); Curah hujan (Rain fastness); Karet (TM); Kelapa sawit (TM); Jagung (TOT); Teh; Akasia; Kedelai (TOT); Cengkeh (TM); Kopi (TM); Jagung PRG event NK603; Kelapa (TM),2023-04-26,2028-04-26,2,1,0,009c122f-5288-4b0b-a426-ed82f0c2f99e,"[{""namaBahan"": ""kalium glifosat (setara dengan glifosat:540 g/l)"", ""kadarBahan"": ""660"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kakao (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kakao (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria  alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Curah hujan (Rain fastness)"", ""kadarPestisida"": ""2 jam setelah  semprot"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Curah hujan (Rain fastness)"", ""kadarPestisida"": ""2 jam setelah semprot"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Curah hujan (Rain fastness)"", ""kadarPestisida"": ""2 jam setelah semprot"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Imperata cylindrica""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Curah hujan (Rain fastness)"", ""kadarPestisida"": ""2 jam setelah semprot"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Paspalum conjugatum""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Curah hujan (Rain fastness)"", ""kadarPestisida"": ""2 jam setelah semprot"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Setaria plicata""}, {""hamaKomoditas"": "" Gulma berdaun lebar"", ""namaKomoditas"": ""Karet (TM) "", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": "" Gulma berdaun lebar"", ""namaKomoditas"": ""Karet (TM) "", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Karet (TM) "", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum conjugatum""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Karet (TM) "", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Setaria plicata""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Chromolaena odorata""}, {""hamaKomoditas"": ""Alang-alang"", ""namaKomoditas"": ""Jagung (TOT)"", ""kadarPestisida"": ""1.5-3.0"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""imperata cylindrica""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Teh"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Diodia  sarmentosa""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Teh"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Alang-alang"", ""namaKomoditas"": ""Akasia "", ""kadarPestisida"": ""1.5-3.0"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": "" Imperata cylindrica""}, {""hamaKomoditas"": "" Alang-alang"", ""namaKomoditas"": ""Kedelai (TOT) "", ""kadarPestisida"": ""1.0-3.0"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": "" Imperata cylindrica""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Cengkeh (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Cengkeh (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kopi (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": "" Borreria  alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kopi (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kopi (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kopi (TM)"", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Setaria plicata""}, {""hamaKomoditas"": ""Gulma Teki"", ""namaKomoditas"": ""Jagung PRG event NK603"", ""kadarPestisida"": ""1.125-2.25"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cyperus rotundus""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Jagung PRG event NK603"", ""kadarPestisida"": ""1.125-2.25"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Biden pilosa""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Jagung PRG event NK603"", ""kadarPestisida"": ""1.125-2.25"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Mimosa invisa""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa (TM) "", ""kadarPestisida"": ""0.75-1.5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": "" Asystasia gangetica""}]"
ETRON 670 EC,01030120134771,Herbisida,"sistemik selektif 
berbentuk pekatan yang dapat 
diemulsikan",triklopir butoksi etil ester 670 g/l,ASIA GALA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kelapa sawit (TM),2023-08-28,2028-08-28,0,0,0,00b41c40-cdac-43a7-a10c-da450b245c22,"[{""namaBahan"": ""triklopir butoksi etil ester"", ""kadarBahan"": ""670"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Kelapa sawit (TM) "", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Clidemia hirta ""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Kelapa sawit (TM) "", ""kadarPestisida"": ""0,75-1"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Chromolena odorata""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Kelapa sawit (TM) "", ""kadarPestisida"": ""0,75-1"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Melastoma affine""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Kelapa sawit (TM) "", ""kadarPestisida"": ""0,75-1 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Calopogonium mucunoides""}]"
NUCLEO 20 SP,01040120269611,Zat Pengatur Tumbuh Tanaman,berbentuk tepung yang dapat larut dalam air,asam giberelat 20 %,WAHANA PUNDIKARSA ABADI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Alami,Pengelola Tanaman,Bawang merah,2026-07-16,2031-07-16,0,0,0,00cf5712-a7ce-49ac-894d-5de24e5777f7,"[{""namaBahan"": ""asam giberelat"", ""kadarBahan"": ""20"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""meningkatkan tinggi tanaman, jumlah daun,  jumlah anakan dan bobot hasil"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""0,25"", ""satuanPestisida"": ""g / 10 L"", ""latinHamaKomoditas"": """"}]"
NOVICURE-D 81 WG,01020120175916,Fungisida,kontak yang bersifat protektif dan kuratif berbentuk butiran yang dapat didispersikan dalam air,Tribasik tembaga sulfat 81 %,UPL INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kentang; Jeruk,2023-04-26,2028-04-26,0,0,0,00d592c7-74ce-42a5-ace4-fe411a5f06fc,"[{""namaBahan"": ""Tribasik tembaga sulfat"", ""kadarBahan"": ""81"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Tribasik tembaga sulfat"", ""kadarBahan"": ""81"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Penyakit hawar daun "", ""namaKomoditas"": ""Kentang "", ""kadarPestisida"": ""1.5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytophthora infestans (1,5 g/l)""}, {""hamaKomoditas"": ""Penyakit embun tepung "", ""namaKomoditas"": ""Jeruk"", ""kadarPestisida"": ""1.5 "", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Oidium tingitanium (1,5 g/l)""}]"
GREYHUNTER 300/150 SC,01020120238133,Fungisida,"yang bersifat  protektif dan kuratif berbentuk pekatan
suspensi",boscalid 300 g/l; piraklostrobin 150 g/l,SUNJOY AGRO INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Tomat,2024-03-05,2029-03-05,0,0,0,00db2a4e-5b08-4c02-a10f-3dd0ee561d3f,"[{""namaBahan"": ""boscalid"", ""kadarBahan"": ""300"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""piraklostrobin"", ""kadarBahan"": ""150"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Penyakit gray mold"", ""namaKomoditas"": ""Tomat"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Botrytis cinerea""}]"
"2,4-D IPA 60 TC",042001122,Herbisida,Larutan,"2,4-D IPA 60 %",ASIA GALA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,-,2025-07-11,2030-07-11,0,0,0,00e50071-d7f5-4144-b681-e1fe68c386c1,"[{""namaBahan"": ""2,4-D IPA "", ""kadarBahan"": ""60"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""-"", ""namaKomoditas"": ""-"", ""kadarPestisida"": ""-"", ""satuanPestisida"": ""%"", ""latinHamaKomoditas"": ""-""}]"
Propiconazole 95% TC.,0420231140,Fungisida,tepung,Propiconazole 95 %,SOLUSI TANI INDONESIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2023-04-26,2028-04-26,0,0,0,00e58e57-8882-4b0c-a660-a5b6ceae81f9,"[{""namaBahan"": ""Propiconazole"", ""kadarBahan"": ""95"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
RAZOR 240 SL,01030120031786,Herbisida,sistemik purnatumbuh berbentuk larutan dalam air,Isopropil amina glifosat 240 g/l,CROP CARE INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Karet (TM),2025-09-26,2030-09-26,0,0,1,00efde6d-e6a5-4d06-ae68-0c0ec4c232d6,"[{""namaBahan"": ""Isopropil amina glifosat"", ""kadarBahan"": ""240"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Karet (TM)"", ""kadarPestisida"": ""1-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Melastoma malabathricum""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Karet (TM)"", ""kadarPestisida"": ""1-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata ""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Karet (TM)"", ""kadarPestisida"": ""1-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Chromolaena odorata""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Karet (TM)"", ""kadarPestisida"": ""1-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum conjugatum""}]"
TRIBINZO 25/50 WG,01020120237823,Fungisida,"yang bersifat protektif, kuratif, dan eradikatif berbentuk butiran yang dapat didispersikan dalam air",Tebukonazol 50 %; Trifloksistrobin 25 %,TRIDA KIMIA SAKTI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Padi,2023-04-26,2028-04-26,0,0,0,00f428a6-5c0e-4ea5-a25a-e1e6125b85b1,"[{""namaBahan"": ""Tebukonazol"", ""kadarBahan"": ""50"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Trifloksistrobin "", ""kadarBahan"": ""25"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Penyakit busuk pelepah"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Rhizoctonia solani""}]"
EVERXONE 135 SL,01030120227518,Herbisida,Herbisida kontak purnatumbuh berbentuk larutan dalam air,parakuat diklorida 135 g/l,INTI EVERSPRING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas,Pengelola Tanaman,Budidaya Kelapa sawit (TBM),2022-12-05,2027-12-05,0,0,0,00fa367f-db80-4f81-9d81-d67327f4883e,"[{""namaBahan"": ""parakuat diklorida "", ""kadarBahan"": ""135"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""parakuat diklorida "", ""kadarBahan"": ""135"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""parakuat diklorida "", ""kadarBahan"": ""135"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""parakuat diklorida "", ""kadarBahan"": ""135"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ottochloa nodosa (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Paspalum conjugatum (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Axonopus compressus (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Setaria plicata (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": ""3-4"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Synedrella nodiflora (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Asystasia gangetica (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Mikania micrantha (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Clidemia hirta (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Borreria alata (3-4 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Kelapa sawit (TBM)"", ""kadarPestisida"": ""3-4 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides (3-4 l/ha)""}]"
