nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"042020852","2,4-D 98 TC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020855","CYPERMETHRIN 92 TC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020856","DIMEFLUTHRIN 93 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020857","GLYPHOSATE 95 TC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020858","IPA GLIFOSAT 62 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020859","LAMBDA CYHALOTHRIN 97 TC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020861","SIPERMETRIN 94 TC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020862","ACTICIDE BW 20","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020863","ACTICIDE CB","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020864","ACTICIDE CF","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","2 - Octyl - 2H _ Isothiazol - 3 One",""
"042020865","ACTICIDE DW","active","2030-11-13","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2 - Octyl - 2H - Isothiazol - 3 One",""
"042020868","ACTICIDE MBR 1","active","2030-11-13","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2 methylisothiazol - 3 ( 2 H ) one; 1,2 Benzisothiazol - 3 ( 2 H ) - One",""
"042020869","ACTICIDE NC","active","2030-11-13","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-Chloro - 2 Methyl- 2H- isothiazolin- 3 one and 2 methyl - 2H - isothiazol - 3 one",""
"042020870","ACTICIDE OTW","active","2030-11-13","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2 - Octyl - 2H _ Isothiazol - 3 One",""
"042020875","2,4-D 98 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020876","2,4-D 98 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020877","2,4-D Sodium Salt 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020879","2,4-D 2-ETHYLHEXYL ESTER 97 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020880","CHLORPYRIFOS 97 TC","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"042020885","GLYPHOSATE ACID 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020886","GLYPHOSATE ACID 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020887","IMIDACLOPRID 97 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042020888","PARAQUAT DICHLORIDE 42 TC","active","2030-11-13","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"042020890","PARAQUAT DICHLORIDE 42 TC","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"042020891","PARAQUAT DICHLORIDE 42 TC","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"042020893","SPINOSAD 92 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420211000","GLUFOSINATE-AMMONIUM 95 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420211001","GLYPHOSATE 95 TC","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420211002","MANKOZEB 85 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420211003","MESOTRION 97 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420211005","PROKLORAZ MANGAN KLORIDA 96 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021911","AMONIUM GLUFOSINAT 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021912","CHLORPYRIFOS 97 TC","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"042021914","ETHEPHON 85 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021915","GLUFOSINATE AMMONIUM 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021916","GLYPHOSATE IPA 54 TA","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021917","GLYPHOSATE IPA 62 TA","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021918","GLYPHOSATE 95 TC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021919","GLYPHOSATE 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021920","KARBENDAZIM 98 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021921","KLORBENZURON 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021942","DIFENOCONAZOLE 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021943","DIMEFLUTHRIN 5 TC","active","2026-10-12","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021943","DIMEFLUTHRIN 5 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021944","DIMETOMORF 98 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021947","FENOXAPROP-P-ETHYL 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021948","FLUOPYRAM 97 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021950","GLIFOSAT 95 TC","active","2026-10-12","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021951","Glyphosate 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021952","Glyphosate 95 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021953","Glyphosate 95 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021954","Glyphosate 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021955","Glyphosate 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021956","GLYPHOSATE 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021957","GLYPHOSATE 95 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021958","HEKSAKONAZOL 95 TC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021959","INDOXACARB 95 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021963","PARAQUAT DICHLORIDE 42 TC","active","2031-04-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"042021973","2,4-D 98 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021973","2,4-D 98 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021974","Abamectin 95 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021975","ABAMEKTIN 95 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021976","BARUCHEM 0,75% TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021976","BARUCHEM 0,75% TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021977","BISPYRIBAC-SODIUM 97 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021978","CHLOROTHALONIL 98 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021978","CHLOROTHALONIL 98 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021979","DELTAMETHRIN 98 TC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021979","DELTAMETHRIN 98 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021980","GLIFOSAT 95 TC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021980","GLIFOSAT 95 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021981","GLUFOSINATE-AMMONIUM 95 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021982","IMIDAKLOPRID 97 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021984","LUFENURON 98 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021985","MESOTRIONE 97 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021986","Meperfluthrin 5 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021987","PARAQUAT DICHLORIDE 42 TC","active","2031-04-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"042021988","PIPERONYL BUTOXIDE 95 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021989","Spinosad 92 TC","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021990","THIAMETHOXAM 97 TC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021991","ACTICIDE ® B20","active","2026-11-18","habis dalam 12 bulan","tidak bisa diperiksa","false","","","—","A formulation of 1,2-benzisothiazolin-3-one (BIT)",""
"042021993","MICROCARE ® ITL","active","2026-11-18","habis dalam 12 bulan","tidak bisa diperiksa","false","","","—","2-Methylisothiazolin-3-(2H)-one; 5-Chloro-2-methyl-isothiazol-3(2H)-one",""
"042021994","2,4-D 98 TC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042021996","AMONIUM GLUFOSINAT 95 TC","active","2027-01-22","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"042022002687","DELTAMETHRIN 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221009","ABAMECTIN 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221010","AMETRYN 97 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221011","AMETRYN 98 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221012","ATRAZIN 97 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221013","ANILOFOS 59 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221014","CHLORFENAPYR 98 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221015","CHLOROTHALONIL 98.5 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221016","CYPERMETHRIN 92% TC","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221017","DELTAMETHRIN 98.5 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221019","DIMETHOATE 96 TC","active","2027-06-27","habis dalam 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Dimetoat","komposisi","",""
"0420221020","FLUROKSIPIR MEPTIL 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221021","GLIFOSAT 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221023","KLORANTRANILIPROL 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221024","KLOROTALONIL 98 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221024","KLOROTALONIL 98 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221026","OXYFLUORFEN 97 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221027","PACLOBUTRAZOL 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221028","PARAQUAT 42 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221030","PARAQUAT DICHLORIDE 42 TC","active","2027-06-27","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420221031","TRIKLOPIR BUTOTIL 99 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221032","TRICLOPYR-BUTOTYL ESTER 95 TC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221033","BIOX P509","active","2027-06-22","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","padanan","reaction mass of 5-chloro-2-methyl-2Hisothiazol-3-one and 2-methyl-2H-isothiazol-3- one (3:1)",""
"0420221034","MICROCARE ® CPBZ","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","padanan","pentane-1,2-diol; Octane-1,2-diol",""
"0420221035","MICROCARE CHD","active","2027-06-27","habis dalam 12 bulan","tidak bisa diperiksa","false","","","—","D-Gluconic acid, compound with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11, 13-tetraazatetra decanediamidine (2:1)",""
"0420221038","PREVENTOL MP 260","active","2027-06-27","habis dalam 12 bulan","tidak bisa diperiksa","false","","","—","3-Iodo-2-propynyl butylcarbamate / IPBC",""
"0420221039","PREVENTOL P 91","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","padanan","5-Chloro-2-Methyl-4-Isothiazolin-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1)5-Chloro-2-Methyl-4-Isothiazolin-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1)",""
"0420221041","2,4-D 98 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221042","ABAMEKTIN 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221043","AMETRYN 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221044","AMONIUM GLUFOSINAT 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221045","ATRAZINE 97 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221046","BISTAR 10 TK","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221047","CLETHODIM 37 TK","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221048","FLUMIOXAZIN 98 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221049","Glifosat 95%","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221050","GLYPHOSATE 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221051","HEXACONAZOLE 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221052","IMIDAKLOPRID 97 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221053","KLORFENAPIR 96 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221054","MESOTRIONE 97 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221055","PENDIMETHALIN 95 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221056","P-GLUFOSINAT 90 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221057","P-GLUFOSINAT 90 TC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221058","WK Detrans 5 ME","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221059","PREVENTOL TM-CE 25","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420221060","SPORGARD WB","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420221061","BARUCHEM 95% TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221062","Carfentrazone-ethyl 91 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221063","ETHEPHON 75 TK","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221064","GLYPHOSATE 95 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221065","GLYPHOSATE 95 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221066","GLUFOSINATE AMMONIUM 95 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221067","Livful","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221068","NATRIUM ORTO-NITROFENOL 98 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221069","P-GLUFOSINAT 90 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221070","PARAQUAT DICHLORIDE 42 TC","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420221071","PARAQUAT DICHLORIDE 42 TC","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420221072","SIMOKSANIL 98 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221073","Ziram 95 TC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221074","BIOX AM492","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420221075","BIOX P 509","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","5-Chloro-2-Methyl-2H-Isothiazol-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1)",""
"0420221076","CleanBioTM-Zinc <SUPER>","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Zinc Pyrithione",""
"0420221077","CleanBioTM-Zinc <MIT Free>","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Zinc Pyrithione",""
"0420221078","Densil DF ANTIMICROBIAL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","2-Octyl-2H-isothiazol-3-one",""
"0420221079","Omacide 30 IPBC","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Butyl, 3-Iodo-2-propynyl ester (IPBC 100); Carbamic Acid",""
"0420221080","OZZIECIDE 363W","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221081","Ozziecide CI 150F1","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221082","Proxel CMC","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Mixture of 5-chloro-2-methyl-4-isothiazolin-3-one; 2-methyl-2H-isothiazol-3-one (3:1) (CMIT + MIT 14%)",""
"0420221083","PROXEL MB","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","MIT = 2-Methyl-2H-isothiazol-3-one",""
"0420221084","Proxel BZ","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Zinc Pyrithione; 1,2-Benzisothiazolin-3-one (BIT-84%);",""
"0420221085","Proxel 106","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","mixture of 5-chloro-2-methyl-4-isothiazolin-3-one",""
"0420221086","Proxel 108","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5- Chloro-2-methylisothiazolin-3-one (CMIT); 2-Methyl-2H-isothiazol-3-one (MIT 14%)",""
"0420221087","Proxel GXL","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","1,2-Benzisothiazolin-3-one (BIT-84%)",""
"0420221088","PROXEL GL20","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","BIT = 1,2-Benzisothiazol-3(2H)-one",""
"0420221090","Zinc Omadine ZOE dispersion","active","2027-12-05","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Zinc Pyrithione",""
"0420221091","Zinc Omadine Antimicrobial","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","Zinc pyrithione",""
"0420221092","BRODIFACOUM 0.5 TK","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221093","EPOKSIKONAZOL 97 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221094","FLUMIOKSAZIN 98 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221095","FLUROKSIPIR MEPTIL 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221096","GLIFOSAT 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221097","GLUFOSINATE-AMMONIUM 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221098","GLUFOSINATE AMMONIUM 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221099","GLYPHOSATE 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221100","INDOXACARB 80 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221101","ISOPROPILAMINA GLIFOSAT 62 TK","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221102","KLORFENAPIR 98 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221103","L-AMONIUM GLUFOSINAT 50 TK","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221105","PERMETHRIN 50 TK","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221106","PYMETROZINE 98 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221108","TRIKLOPIR BUTOTIL 95 TC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221109","Innosei ® CPC","active","2028-02-08","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Cetylpyridinium chloride",""
"0420221110","Innosei ® CPO","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420221111","Innosei ® HT","active","2028-02-08","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Hexamidine diisethionate",""
"0420221112","Innosei® IMU","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420221113","Innosei ® IT","active","2028-02-08","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-one (3:1)",""
"0420221114","Innosei ® MT","active","2028-02-08","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2-methyl-2H-isothiazol-3-one",""
"0420221115","Innosei ® PHE","active","2028-02-08","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Ethylene Glycol monophenyl ether",""
"0420221116","Innosei ® PM4","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","Ethylene Glycol monophenyl ether; butyl paraben",""
"0420221117","Innosei ® PCP","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420221118","Innosei ® PHMB","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231119","2,4-D 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231120","ATRAZIN 97 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231121","Azoxystrobin 98% TC.","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231122","BETA CYFLUTHRIN 95 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231123","CHLORFENAPYR 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
