dataset_id,title,crop,crop_detail,diseases,data_type,data_type_detail,format,record_count,source,source_url,license,license_family,publication_year,access_date,local_path,file_size,file_size_bytes,sha256,download_status,verification_status,notes
KEN-15-stagewise-hawar-zenodo,Supporting data for: Stage-wise detection of late blight in field-grown potato,kentang,kentang,hawar daun bertahap: Healthy / ILB (Initial Late Blight) / ALB (Advanced Late Blight) - PERINGATAN: ketiga label ini TIDAK disertakan dalam deposit,campuran,campuran,"JPEG 640x640 + 16 CSV evaluasi model + dokumentasi, dalam ZIP",1561,Zenodo,https://zenodo.org/records/22059910,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-15-stagewise-hawar-zenodo,146.60 MB,146597826,59e902c87dddf41d1f8dd4ffbfed296d5ab970fac82cdfaffe1e4edfca498554,diunduh,terverifikasi,"DOI 10.5281/zenodo.22059910. Pembuat: Sunny Kumar Sharma; Hifjur Raheman (naskah Cogent Food & Agriculture 2026). BERHASIL DIUNDUH pada percobaan kedua. Terhitung 1.561 gambar, SAMA PERSIS dengan klaim, TETAPI hanya 1.544 unik: pemeriksaan SHA-256 per berkas menemukan 17 pasang identik bita per bita, jadi cacah citra asli yang sah adalah 1.544. Uji irisan hash terhadap 2.152 gambar kentang PlantVillage (dibaca dari arsip agen tomat) memberi 0 hash bersama - tidak ada tumpang tindih bita; plus 16 CSV, 2 MD, 1 TXT, 1 CFF. CITRA ASLI LAPANGAN TAPI TANPA LABEL: berkas DATA_PROVENANCE.md di dalam arsip menyatakan secara eksplisit bahwa label kelas per gambar, anotasi kotak-batas, manifes split train/valid/test, prediksi mentah, dan log/checkpoint TIDAK disertakan karena tidak tersimpan di arsip proyek, dan penulis memilih tidak merekonstruksinya. Ke-16 CSV adalah keluaran evaluasi model (kurva loss, mAP, presisi-recall, matriks kekeliruan, metrik per kelas, sebaran confidence/IoU, ablasi) plus angka transkripsi dari naskah - tidak satu pun memetakan image_N.jpg ke sebuah kelas. Untuk dipakai, 1.561 citra harus dianotasi ulang dari nol. NILAI: sumbangan citra daun kentang ASLI terbesar kedua dalam panen ini setelah KEN-01, dan satu-satunya yang membawa gagasan hawar BERTAHAP (awal vs lanjut) - pembedaan paling berguna secara praktis karena pada tahap awal penyemprotan masih ada gunanya. Tanpa EXIF sehingga tanggal/lokasi/perangkat tak dapat dipulihkan; sudah diseragamkan ke 640x640. Asal India. Kejujuran deposit ini patut dicatat: penulis merinci apa yang hilang alih-alih menyamarkannya."
KEN-16-pldd-up-lb-mendeley,"PLDD-UP: Potato Leaf Disease Dataset from Uttar Pradesh, India (subset LB.zip saja)",kentang,kentang,LB / late blight - hawar daun (Phytophthora infestans). Kelas EB (early blight) dan Healthy TIDAK diunduh.,gambar,gambar,"JPG/JPEG dalam ZIP, datar dalam satu folder LB/",6116,Mendeley Data,https://data.mendeley.com/datasets/3j4nfkvp2n/1,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-16-pldd-up-lb-mendeley,2.32 GB,2323338293,f4d31182b5d2f147c256e1c73838eac9b17592b89ed2b1ae394f58863e74a447,diunduh,terverifikasi,"DOI 10.17632/3j4nfkvp2n.1. HANYA LB.zip yang diunduh (2,32 GB, muat di bawah batas 3 GB); EB.zip 2.766 MB dan Healthy.zip 3.683 MB TIDAK diambil - dataset penuh 8,77 GB. SHA-256 terhitung COCOK dengan hash terbitan Mendeley (f4d31182...e74a447) dan ukuran byte sama persis. Terhitung 6.116 gambar, SAMA PERSIS dengan klaim penerbit untuk kelas LB. ASLI, BUKAN AUGMENTASI: tidak ada awalan aug_ atau direktori jenis augmentasi; nama bergaya kamera berurut 'late-blight (N).jpg'; rerata 0,39 MB/berkas (bandingkan 4-5 KB thumbnail augmentasi di KEN-02/KEN-08); 32 dimensi BERBEDA (augmentasi berkelompok menyeragamkan ukuran); cacah tidak bulat. TAPI KLAIM 'ORIGINAL RESOLUTIONS' PENERBIT TIDAK SEPENUHNYA BENAR: pengukuran header JPEG seluruh 6.116 berkas menemukan 975 gambar (15,9%) berukuran TEPAT 224x224 - ukuran masukan CNN baku yang mustahil jadi keluaran kamera - dan blok itu menempati indeks bersambung 13..1029, pola khas kumpulan gabungan dari sumber lain yang sudah dipraproses. Hanya 25,9% (1.585 berkas) berdimensi kamera resolusi penuh. DUPLIKAT: 6.116 berkas -> 6.069 hash unik (40 hash muncul >1x, 47 berkas berlebih). Selain itu 92 indeks punya sekaligus versi 224x224 dan versi berdimensi lain, yang bisa jadi foto SAMA pada dua ukuran dan TIDAK terdeteksi hash; cacah asli paling konservatif 5.977. TUMPANG TINDIH: 0 hash bersama dengan KEN-15, dan 0 hash bersama dengan 2.152 gambar kentang PlantVillage (dibaca dari arsip agen tomat TOM-01). Uji tabrakan nama case-insensitive: 6.116 nama unik, 0 tabrakan, 6.116 berkas terekstrak - tidak ada yang tertimpa. KETERBATASAN: hanya SATU kelas, jadi tidak bisa dipakai sendirian melatih pengklasifikasi - perlu kelas pembanding dari dataset lain. Tidak ada anotasi kotak-batas. Asal Uttar Pradesh India, musim Rabi Okt 2025-Mar 2026, lapangan nyata."
KEN-17-diamant-tuber-mendeley,Diamant Potato Dataset for ROI and Surface Defect Instance Segmentation,kentang,kentang,cacat permukaan umbi (surface defect) + segmentasi ROI umbi terhadap latar,campuran,campuran (gambar + anotasi segmentasi instance),ZIP,belum dihitung,Mendeley Data,https://data.mendeley.com/datasets/4vty9rz7zw/1,CC BY 4.0,CC BY,2026,2026-08-25,,8.94 GB,8942000000,,terlalu-besar,belum,"DOI 10.17632/4vty9rz7zw.1. Total 8,94 GB dalam 2 berkas: roi_dataset.zip 5.024 MB dan defect_dataset.zip 3.918 MB - KEDUANYA melampaui batas 3 GB/dataset, jadi tidak ada subset resmi yang muat. Kultivar Diamant dari tiga pasar di Dhaka (Ashulia, Banasree, Khilgaon), Bangladesh; pipeline dua tahap untuk sortasi mutu ekspor. Ini kandidat TERBAIK untuk 'potato grading dataset' berkotak/bermasker - prioritas tinggi bila batas ukuran dinaikkan."
KEN-18-mikroskopi-umbi-figshare,A large-scale optical microscopy image dataset of potato tuber for deep learning based plant cell assessment,kentang,kentang,"BUKAN penyakit - penilaian sel/jaringan umbi: gradasi fisik (ukuran L/M/S), morfologi (area penampang), dan zona jaringan (inti dalam/luar)",gambar,gambar,RAR berisi citra mikroskopi brightfield,15938,figshare,https://figshare.com/articles/dataset/12206270,CC0,CC0,2020,2026-08-25,,37.50 GB,37504400000,,terlalu-besar,belum,"DOI 10.6084/m9.figshare.12206270. Satu berkas RAR 37,5 GB - 12x batas per dataset. 9.811 citra tanpa pewarnaan + 6.127 citra terwarnai. Terkait makalah Scientific Data (10.1038/s41597-020-00706-9). CATATAN RELEVANSI: ini penilaian SEL umbi di bawah mikroskop, BUKAN diagnosis penyakit - nilainya untuk kentang rendah meski subjeknya umbi. Lisensi CC0 (paling longgar dalam panen ini)."
KEN-19-sfld-solanaceae-mendeley,Solanaceae Family Leaf Disease Image Dataset (SFLD),tomat|kentang|lainnya,"multi-tanaman (terung, kentang, tomat)","daun sehat dan sakit dari tiga tanaman Solanaceae; kategori bakteri, jamur, dan virus",gambar,gambar,(berkas sebenarnya di Google Drive; rekaman Mendeley hanya berisi image.png + penunjuk .txt),2593 asli + 17000 augmentasi,Mendeley Data,https://data.mendeley.com/datasets/sd5m3mgvvx/1,CC BY 4.0,CC BY,2026,2026-08-25,,,,,ditemukan,belum,"DOI 10.17632/sd5m3mgvvx.1. REKAMAN PENUNJUK, BUKAN DATASET: rekaman Mendeley hanya memuat 2 berkas (image.png 939 KB dan SFLD_Dataset.txt 133 byte). Isi txt: 'SFLD dataset can be accessed using this link:' diikuti tautan folder Google Drive. Berkas sebenarnya tidak ada di Mendeley, sehingga tidak bisa diunduh lewat curl; folder Drive publik tapi butuh perkakas khusus Drive untuk unduh massal. Memuat KENTANG dan TOMAT - relevan bagi dua agen. Struktur hierarkis: subset asli (2.593) dan subset augmentasi (17.000)."
KEN-20-sampel-hawar-lapangan-mendeley,Sample dataset - Enhanced Field-Based Detection of Potato Blight in Complex Backgrounds Using Deep Learning,kentang,kentang,"hawar (blight) pada daun kentang di latar lapangan kompleks, berbagai lokasi dan waktu",gambar,gambar,305 berkas JPG lepas (tanpa arsip),305,Mendeley Data,https://data.mendeley.com/datasets/pbnw43s6kt/1,CC BY 4.0,CC BY,2025,2026-08-25,,1.01 GB,1015000000,,ditemukan,belum,"DOI 10.17632/pbnw43s6kt.1. 1,015 GB tersebar dalam 305 berkas JPG lepas tanpa arsip - butuh 305 unduhan terpisah. TIDAK DIUNDUH karena: deskripsi menjanjikan 'manually annotated to create labelled patches', tetapi pemeriksaan daftar berkas menunjukkan NOL berkas non-gambar - tidak ada berkas anotasi sama sekali. Jadi isinya foto lapangan TANPA label, bertentangan dengan deskripsinya. Nilai rendah untuk pelatihan berlabel."
KEN-21-scabynet,ScabyNet: common scab detection in potato tubers (data pendukung),kentang,kentang,common scab (Streptomyces scabies) pada umbi - keparahan dan sifat morfologi,gambar,gambar,tidak dinyatakan,tidak dinyatakan,Swedish University of Agricultural Sciences (SLU),https://pmc.ncbi.nlm.nih.gov/articles/PMC10787732/,tidak dinyatakan,tidak dinyatakan,2024,2026-08-25,,,,,terhalang-akun,tidak-berlaku,Pernyataan Data Availability makalah: 'The datasets generated and analyzed during the current study are not publicly available due to being obtained from a commercial breeding program but are available from the corresponding author on reasonable request.' Akses lewat permintaan perorangan ke penulis - tidak ditembus sesuai KETENTUAN bagian 2.1. Tidak ada repositori kode publik (GitHub/Zenodo) yang dicantumkan. Sayang karena common scab adalah kelas paling tipis di KEN-01 (hanya 60 gambar).
KEN-22-roboflow-potato-classification,"potato classification (Roboflow Universe, potato-defect-detection)",kentang,kentang,klasifikasi/deteksi cacat umbi kentang (rincian kelas di balik akun),gambar,gambar,format ekspor Roboflow (COCO/YOLO/VOC),1494,Roboflow Universe,https://universe.roboflow.com/potato-defect-detection/potato-classification-s4djh,tidak dinyatakan,tidak dinyatakan,2026,2026-08-25,,,,,terhalang-akun,tidak-berlaku,1.494 gambar sumber terbuka plus model terlatih dan API. Unduhan Roboflow Universe memerlukan akun/kunci API - tidak ditembus sesuai KETENTUAN bagian 2.1. Metadata dicatat untuk penelusuran manual di kemudian hari. Relevan untuk sisi UMBI (deteksi cacat).
KEN-23-cip-lateblight-advisor,Lateblight Advisor: A Weather-Driven Decision Support Dashboard for Potato Late Blight Risk and Fungicide Scheduling,kentang,kentang,risiko hawar daun berbasis cuaca - Blight Units (BU) dan penjadwalan fungisida,bukan-dataset,perangkat lunak (bukan data),tidak ada berkas,0,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/P3/PIH5W1,tidak dinyatakan,tidak dinyatakan,2025,2026-08-25,,0 B,0,,ditolak,tidak-berlaku,"DOI 10.21223/P3/PIH5W1. DITOLAK: rekaman Dataverse ini mendeskripsikan dashboard Python Shiny, dan panggilan API menunjukkan NOL berkas terlampir - tidak ada yang bisa diunduh. Sesuai KETENTUAN bagian 5, halaman/rekaman tanpa berkas yang bisa diunduh berstatus ditolak. Konsep model tetap berguna sebagai rujukan: menghitung Blight Units dari cuaca historis dan ramalan (WeatherAPI) menurut kelas ketahanan varietas - inilah keluarga model Smith Period/BLITECAST/NegFry yang dicari."
KEN-24-cip-digital-dss,Digital Decision Support Tool for Late Blight Management,kentang,kentang,pemantauan dan prediksi wabah hawar daun + saran pengelolaan,bukan-dataset,perangkat lunak (bukan data),tidak ada berkas,0,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/EVRRAX,CC BY 4.0,CC BY,2024,2026-08-25,,0 B,0,,ditolak,tidak-berlaku,"DOI 10.21223/EVRRAX. DITOLAK dengan alasan sama seperti KEN-23: panggilan API Dataverse menunjukkan NOL berkas terlampir meski lisensinya CC BY 4.0. Rekaman perangkat lunak/alat, bukan dataset."
TOM-01-plantvillage,PlantVillage Dataset,tomat|kentang|lainnya,tomat; kentang; cabai besar (paprika); + 11 tanaman lain (14 total),"Tomat 10 kelas: Bacterial spot, Early blight, Late blight, Leaf Mold, Septoria leaf spot, Spider mites, Target Spot, Yellow Leaf Curl Virus, Mosaic virus, healthy. Kentang 3 kelas: Early blight, Late blight, healthy. Paprika 2 kelas. Total 38 kelas",gambar,gambar,JPG dalam ZIP (arsip repo GitHub); varian color/grayscale/segmented,"54303 gambar per varian (color & grayscale), 54306 segmented; 38 kelas; tomat 18159, kentang 2152",GitHub - spMohanty/PlantVillage-Dataset (EPFL/Penn State),https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 3.0,CC BY-SA,2016,2026-08-25,datasets/additional/TOM-01-plantvillage,2.50 GB,2504302720,858df90a05ab147fa2b0a32c47053128c4ca772326c43e962856e69290012374,diunduh,terverifikasi,"Daun tunggal dipetik, latar seragam, studio - model yang dilatih di sini jatuh pada foto lapangan. Lisensi CC BY-SA 3.0 hanya dinyatakan di cermin Hugging Face resmi; repo GitHub tanpa LICENSE. Kebocoran identitas daun: pakai leaf_grouping/. 19298 gambar turunan di data_distribution_for_SVM harus dikecualikan. Tidak ada layu bakteri/fusarium (penyakit pembuluh, tak terlihat di daun petik). Varian augmented 87.000 gambar di Mendeley sengaja tidak diambil."
TOM-02-tomato-village-lapangan,Tomato-Village: a dataset for end-to-end tomato disease detection in a real-world environment,tomat,tomat,"Early_blight, Late_blight, Leaf Miner, Spotted Wilt Virus, Magnesium Deficiency, Nitrogen Deficiency, Pottassium Deficiency, Healthy (8 kelas)",gambar,gambar,JPG dalam folder train/val/test + CSV multilabel,Variant-a 4526 gambar; Variant-b 5656 gambar + 5653 baris CSV; total 10184 berkas,GitHub - mamta-joshi-gehlot/Tomato-Village,https://github.com/mamta-joshi-gehlot/Tomato-Village,tidak dinyatakan,tidak dinyatakan,2023,2026-08-25,datasets/priority/tomat/TOM-02-tomato-village-lapangan,1.40 GB,1395864371,lihat-SHA256SUMS,diunduh,terverifikasi,"FOTO LAPANGAN (Jodhpur & Jaipur, Rajasthan, India, Maret 2022). Variant-b punya 1128 gambar bergejala majemuk (2-3 label sekaligus) - langka. Variant-c (deteksi objek, 14368 gambar, 2596 MB) TIDAK diambil karena a+b+c ~3,9 GB melampaui batas 3 GB; ini rekomendasi unduhan lanjutan nomor satu. Lisensi tidak dinyatakan -> penerbitan ulang berisiko. Variant-b sudah bercampur augmentasi tanpa penanda."
TOM-03-taiwan-daun-tomat,Dataset of Tomato Leaves (Taiwan Tomato Leaves Dataset),tomat,tomat,"Bacterial spot, Black mold, Gray spot, Late blight, powdery mildew, health (6 kelas)",gambar,gambar,JPG dalam arsip 7-Zip,"diklaim 622 asli, terhitung 622 asli + 4976 augmentasi = 5598 berkas gambar",Mendeley Data,https://data.mendeley.com/datasets/ngdgg79rzb/1,CC BY 4.0,CC BY,2020,2026-08-25,datasets/priority/tomat/TOM-03-taiwan-daun-tomat,48.01 MB,48008752,f623d13a7f0388dada08ca5b5f22716557defce3832f50ff6af7153e0eab676d,diunduh,terverifikasi,"DOI 10.17632/ngdgg79rzb.1. SHA-256 cocok dengan hash yang dipublikasikan Mendeley. Augmentasi tercampur dalam arsip yang sama - pakai hanya folder ""Preprocessed data"" untuk evaluasi. Taiwan subtropis, bukan Indonesia. Sangat kecil (kelas terkecil 14 gambar test)."
TOM-04-tomat-9-kelas-zenodo,A dataset for tomato disease detection,tomat,tomat,"9 kelas menurut deskripsi sumber: Early Blight, Healthy, Late Blight, Leaf Miner, Leaf Mold, Mosaic Virus, Septoria, Spider Mites, Yellow Leaf Curl Virus (di berkas hanya id 0-8)",gambar,gambar,"JPG + label YOLO (.txt) dalam ZIP, split train/valid/test",2212 gambar + 2212 berkas label; 6581 baris anotasi,Zenodo,https://zenodo.org/records/15868289,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/tomat/TOM-04-tomat-9-kelas-zenodo,544.52 MB,544524808,c99e2ee29f5663e5325ebad4698cdefc19fc01b0879a52e3688fba3723585ba9,diunduh,terverifikasi,"DOI 10.5281/zenodo.15868288. Jumlah 2212 cocok dengan klaim sumber. TIDAK ADA data.yaml/classes.txt -> pemetaan id kelas 0-8 ke nama hanya dugaan dari urutan alfabetis di deskripsi Zenodo. Ekspor Roboflow, provenans gambar per-berkas tidak jelas. Sangat timpang (id 8 = 1213 anotasi vs id 2 = 473)."
TOM-05-pakistan-lapangan,Tomato Leaf Disease Classification Dataset in Pakistan,tomat,tomat,"Early blight, Late blight, Septoria leaf spot, Leaf mold, Yellow leaf curl virus, Healthy (6 kelas)",gambar,gambar,"JPG dalam ZIP; subset ""Dataset (raw)"" + ""Augmented Dataset"" (train/val/test)","diklaim 7200, terhitung 8030 = 830 asli + 7200 augmentasi",Mendeley Data,https://data.mendeley.com/datasets/3mbnb82mxd/2,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/tomat/TOM-05-pakistan-lapangan,726.46 MB,726457628,2a2b36a8f972337f6d0e95e436835e55ffee5291fa07277157b40f0441f42f50,diunduh,sebagian,"DOI 10.17632/3mbnb82mxd.2. SHA-256 cocok dengan hash Mendeley. SEBAGIAN karena angka 7200 di deskripsi sumber adalah set AUGMENTASI; foto asli hanya 830. FOTO LAPANGAN kamera ponsel cahaya alami tanpa latar terkontrol. Augmentasi sudah dipisah train/val/test oleh pembuat dan tidak bisa ditelusuri ke foto induk -> risiko kebocoran; pakai ""Dataset (raw)"" dan buat split sendiri."
TOM-06-daun-buah-lapangan-bd,Tomato Leaf and Fruit Disease Image Dataset,tomat,tomat,"Healthy Leaf, Healthy Fruits, Early Blight Leaf, Late Blight Leaf, Leaf Curl Leaf, Bushy Stunt Leaf, Target Spot Fruits (7 kelas, 2 di antaranya BUAH)",gambar,gambar,PNG 512x512 dalam ZIP + README PDF + CSV daftar medan,"diklaim 3500, terhitung 3500 (7 kelas x 500)",Mendeley Data,https://data.mendeley.com/datasets/9jxvtgh325/1,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/tomat/TOM-06-daun-buah-lapangan-bd,842.28 MB,842275669,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.17632/9jxvtgh325.1. Ketiga SHA-256 cocok dengan hash Mendeley. Satu-satunya dataset tomat di koleksi ini yang punya kelas PENYAKIT BUAH + Tomato bushy stunt virus. Berkas bernama ""Original Dataset.zip"" tapi isinya folder ""Resize Dataset"" 512x512; EXIF & nama asli hilang. Manifes yang menandai gambar augmentasi TIDAK disertakan. Seimbang persis 500/kelas -> hampir pasti sudah di-resample. Augmented Dataset.zip 7261 MB tidak diambil."
TOM-07-tfdd-buah-tomat,TFDD: A High-Quality Image Dataset for Accurate Tomato Fruit Disease Detection and Classification,tomat,tomat,"Anthracnose (antraknosa buah), Blossom_end_rot (busuk ujung buah), Cracking, Early_Blight, Fruitworm, Healthy, Late_Blight, Mold (8 kelas, semuanya pada BUAH)",gambar,gambar,"Raw Data.zip (JPG asli per folder kelas) + TFDD.zip (JPG + label YOLO + data.yaml + summary.csv, split train/valid/test) + CSV metadata","diklaim 288 gambar asli, terhitung 288 di Raw Data.zip; TFDD.zip 682 gambar beraugmentasi + 682 label + 825 kotak",Mendeley Data,https://data.mendeley.com/datasets/ktfnhjspjn/3,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/tomat/TOM-07-tfdd-buah-tomat,421.09 MB,421090067,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.17632/ktfnhjspjn.3. Ketiga SHA-256 cocok dengan hash yang dipublikasikan Mendeley. SATU-SATUNYA dataset di panen tomat ini yang memuat ANTRAKNOSA BUAH dan BUSUK UJUNG BUAH (blossom end rot) - keduanya ada di daftar cakupan tapi tidak ada di PlantVillage, Tomato-Village, Pakistan, maupun Taiwan. data.yaml lengkap sehingga pemetaan id kelas 0-7 ke nama TERSEDIA (beda dari TOM-04 dan TOM-11). Sangat kecil: kelas terkecil Early_Blight hanya 20 gambar asli. Split test cuma 29 gambar untuk 8 kelas -> angka akurasi test nyaris tanpa makna. TFDD.zip sudah bercampur augmentasi dalam split bawaan; pakai Raw Data.zip (288 asli, tanpa anotasi) dan buat split sendiri. Ejaan kelas beda antar arsip: folder ""Blossom end root"" vs data.yaml ""Blossom_end_rot"". Cracking (gangguan fisiologis) dan Fruitworm (hama) bukan penyakit."
TOM-08-tabular-penyakit-tomat,A Comprehensive Dataset of Tomato Plant Diseases for National Predictive Analytics and Crop Health Management,tomat,tomat,"Early Blight, Late Blight, Leaf Miner, leaf mold, Mosaic Virus, Septoria, Spider Mites, Target Spot, Yellow Leaf Curl Virus (9)",tabular,teks (tabular),"CSV 3 kolom: Disease, Features, Description",54 record (46 berisi + 8 kosong),Mendeley Data,https://data.mendeley.com/datasets/ztncd79yhk/1,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/tomat/TOM-08-tabular-penyakit-tomat,27.98 KB,27976,b0e61d805c56ef9c00b4739820137f6c696b38442eda247fce9be9fe4af0d181,diunduh,terverifikasi,"DOI 10.17632/ztncd79yhk.1 (cermin IEEE DataPort 10.21227/7p2x-sy36). SHA-256 cocok dengan hash Mendeley. BASIS PENGETAHUAN terbaik dari seluruh panen tomat: tiap penyakit punya symptoms, favourable_condition, pesticides, physical_biological, preventive_measures. 8 baris kosong harus dibuang. Nama medan tidak konsisten. Kolom pesticides berbasis India - WAJIB diperiksa ulang terhadap registri pestisida Indonesia. Spider Mites & Leaf Miner adalah hama, bukan penyakit."
TOM-09-agroguard-kentang-tomat,Pota-Toma-To leaf disease images dataset (AgroGuard 2.0),tomat|kentang,tomat; kentang,"Tomato_Early_Blight, Tomato_Healthy, Tomato_Late_Blight, Potato_Late_Blight (4 kelas)",gambar,gambar,JPEG dalam ZIP; Raw_Dataset + Advanced_Processed_Dataset,"diklaim 435, terhitung 435 unik x 2 salinan = 870 berkas",Mendeley Data,https://data.mendeley.com/datasets/354fsxwccb/1,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/tomat/TOM-09-agroguard-kentang-tomat,68.32 MB,68318675,b029b6e8e9ffc1c31125401ddb0ae90afba1feb402f0e687466ef709e0b56090,diunduh,terverifikasi,"DOI 10.17632/354fsxwccb.1. SHA-256 cocok dengan hash Mendeley. PROVENANS BERMASALAH: nama folder memuat harfiah ""- Google Search"" dan berkasnya berpola ""imgi_{number} (N).jpeg"" -> hasil scraping Google Images. Klaim CC BY 4.0 penyetor tidak menutupi hak cipta pemilik asli - JANGAN diterbitkan ulang. Label = kata kunci pencarian, tidak diverifikasi ahli. Advanced_Processed adalah turunan Raw (DWT/HSV/resize 224) - pakai salah satu saja."
TOM-10-cuaca-tanah-tabular,Soil-Weather Multivariate Crop Disease Dataset,tomat|kentang|lainnya,tomat; kentang; padi; jagung; tebu; gandum (6 tanaman),"Tomat 6: Bacterial Wilt 802, Early Blight 1857, Fruit Borer Infestation 13279, Healthy 1648, Late Blight 1359, Leaf Curl Virus 1775. Kentang 6 termasuk Bacterial Wilt 2227. Total 40 pasangan tanaman x penyakit + Disease_Severity 1-3",tabular,tabular,CSV 23 kolom,"250000 baris data (0 duplikat), tomat 20720 baris",Zenodo,https://zenodo.org/records/19885786,CC BY 4.0,CC BY,2026,2026-08-25,datasets/additional/TOM-10-cuaca-tanah-tabular,70.51 MB,70508685,8efdfba2b62a53ca0d63d48ace59fe06cc1d15f7e801f51cc6aad6ef90c7eeb1,diunduh,terverifikasi,"DOI 10.5281/zenodo.19885785. Klaim ""250.000 real observations"" TIDAK didukung datanya: setiap kolom numerik berhenti di batas bulat buatan (N 5,006-149,999; pH 4,5-8,5; Rainfall 20,019-399,975) - ciri penarikan acak seragam. High_Temp_Warning konstan 1 untuk 250.000 baris. High_Wind_Warning rusak: 66572 nilai pecahan, bukan bendera 0/1. Satuan campur (Celsius vs Fahrenheit). TIDAK ADA kolom waktu/lokasi -> tidak bisa dipakai untuk epidemiologi sungguhan. Layak sebagai contoh skema saja."
TOM-11-kebun-bangladesh,Tomato Leaf Dataset: A dataset for multiclass disease detection and classification,tomat,tomat,"7 kelas menurut makalah: Early Blight, Black Spot, Late Blight, Leaf Mold, Bacterial Spot, Target Spot, Healthy (di berkas hanya id 0-6)",gambar,gambar,"JPG + label YOLO (.txt), berkas lepas (bukan arsip)","diklaim 1621 (makalah), terhitung 1420 gambar + 689 label = 2109 berkas",Mendeley Data,https://data.mendeley.com/datasets/bpfd9cns5g/2,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/tomat/TOM-11-kebun-bangladesh,48.54 MB,48539589,lihat-SHA256SUMS,diunduh,sebagian,"DOI 10.17632/bpfd9cns5g.2, makalah doi 10.1016/j.dib.2025.111520. SEBAGIAN: 1420 gambar vs 1621 yang dirinci makalah (selisih 201). SHA-256 SETIAP berkas (2109/2109) cocok dengan hash Mendeley. FOTO LAPANGAN Dinajpur/Thakurgaon/Kushtia Bangladesh, kamera Canon EOS M50. 731 dari 1420 gambar (51%) TANPA label. Tidak ada data.yaml. Struktur 7 folder asli tidak diekspos public API - diselamatkan di manifes-folder.csv."
TOM-12-phytoscope-lapangan,PhytoScope: A Public Benchmark Dataset for Multi-Crop Disease Detection and Localization,cabai|tomat|kentang|lainnya,tomat; cabai; kentang; terung; + 21 tanaman lain (25 total),"Tomat 4 kelas: Tomato Bacterial spot, Tomato Fresh leaf, Tomato leaf curl virus, Tomato spotted wilt. Cabai 5 kelas, kentang 3 kelas, terung 3 kelas. Total 105 kelas",gambar,gambar,"JPG + label YOLO + 25 data.yaml dalam ZIP, split train/valid/test","20723 gambar, 20773 berkas label, 105 kelas, 25 tanaman; bagian tomat 801 gambar",Zenodo,https://zenodo.org/records/21383493,CC BY 4.0,CC BY,2026,2026-08-25,datasets/additional/TOM-12-phytoscope-lapangan,1.15 GB,1149897055,bd76757640538b0d889bcbb8ee5834e0d8e0082e47372438d15ae4178c308d3c,diunduh,terverifikasi,"DOI 10.5281/zenodo.21383492. Klaim >20.000 gambar / 25 tanaman / 105 kelas COCOK. Agregasi proyek Roboflow Universe (25 blok roboflow: semuanya menyatakan CC BY 4.0), bukan koleksi primer -> konsistensi label antar tanaman tidak dijamin. Berkas berawalan ""aug"" menunjukkan augmentasi sudah tercampur ke dalam split -> saring dulu sebelum evaluasi. Bagian tomat kecil (801 gambar, 4 kelas) tapi memuat Tomato spotted wilt yang langka + kotak pembatas lapangan."
TOM-13-zenodo-tomat-7z,Tomato Disease Dataset (Appe),tomat,tomat (diasumsikan dari judul),"TIDAK ADA - arsip tanpa label, tanpa subdirektori kelas, tanpa berkas anotasi",gambar,gambar,"JPG/PNG dalam arsip 7-Zip, satu folder datar",2388 berkas gambar tanpa label,Zenodo,https://zenodo.org/records/11102494,CC BY 4.0,CC BY,2024,2026-08-25,datasets/priority/tomat/TOM-13-zenodo-tomat-7z,29.39 MB,29389180,1d535e4602e61f21cb38dc13c69dc1bf37755b61a90fce56c540bba8c7a24a11,diunduh,terverifikasi,"DOI 10.5281/zenodo.11102494. TEMUAN NEGATIF: judul dan lisensi terbuka di repositori bereputasi tidak menjamin ada label. Rekaman Zenodo tanpa deskripsi sama sekali. Struktur datar train/ tanpa subfolder kelas, 0 berkas .txt/.csv/.json/.yaml. Ada 2 berkas *_thumb.png. Hanya berguna sebagai citra tak berlabel."
